"node_in","node_out","weight"
"PC1","1layhid14",0.613702542512409
"PC2","1layhid14",-1.46088041598688
"PC3","1layhid14",0.646233387509843
"PC4","1layhid14",1.58903976581119
"PC5","1layhid14",0.96642738373679
"PC6","1layhid14",0.678525562791757
"PC7","1layhid14",-2.73434684173005
"PC8","1layhid14",-0.425651361560713
"PC9","1layhid14",-0.290286224929565
"PC10","1layhid14",-1.39886824686841
"PC11","1layhid14",-0.608139980486638
"PC12","1layhid14",0.748605725779361
"PC13","1layhid14",2.75155619277999
"PC14","1layhid14",1.73892874224589
"PC15","1layhid14",2.22427633883741
"PC16","1layhid14",-0.845507519237018
"Intercept","1layhid15",1.19021964510837
"PC1","1layhid15",-2.24817705219707
"PC2","1layhid15",-2.16718147537275
"PC3","1layhid15",3.04175588259393
"PC4","1layhid15",4.49565677593353
"PC5","1layhid15",-1.04512423008689
"PC6","1layhid15",-1.47461728804737
"PC7","1layhid15",0.557751986590191
"PC8","1layhid15",-0.347701248711765
"PC9","1layhid15",-0.449804451335062
"PC10","1layhid15",6.14298211187268
"PC11","1layhid15",0.136140831257972
"PC12","1layhid15",5.99470690750027
"PC13","1layhid15",0.364695269233939
"PC14","1layhid15",1.3549812163946
"PC15","1layhid15",0.239806688440723
"PC16","1layhid15",0.649027094310734
"Intercept","1layhid16",-0.227626148753075
"PC1","1layhid16",0.815976066778813
"PC2","1layhid16",0.600898468292337
"PC3","1layhid16",-1.92868883421996
"PC4","1layhid16",-2.51896419124787
"PC5","1layhid16",1.12426102580946
"PC6","1layhid16",-0.161730115560202
"PC7","1layhid16",-0.193514179861405
"PC8","1layhid16",-1.07400795380581
"PC9","1layhid16",-0.80147901651914
"PC10","1layhid16",0.734590789526565
"PC11","1layhid16",-0.75402979161073
"PC12","1layhid16",2.27306909452661
"PC13","1layhid16",-0.677865028863754
"PC14","1layhid16",0.337549625078534
"PC15","1layhid16",1.86709465594166
"PC16","1layhid16",-2.28251498778532
"Intercept","1layhid17",0.309688141502935
"PC1","1layhid17",-3.62268513019796
"PC2","1layhid17",-0.564230016347213
"PC3","1layhid17",-0.607319831075756
"PC4","1layhid17",-0.232510943346217
"PC5","1layhid17",-1.46935621135103
"PC6","1layhid17",-4.17165099981169
"PC7","1layhid17",1.49957080362303
"PC8","1layhid17",1.45379460187932
"PC9","1layhid17",2.40093249698486
"PC10","1layhid17",-1.83322881179086
"PC11","1layhid17",-0.735159382593766
"PC12","1layhid17",1.36413256789472
"PC13","1layhid17",1.1242785601121
"PC14","1layhid17",-0.99985425951518
"PC15","1layhid17",0.790613499730556
"PC16","1layhid17",-2.97214637442353
"Intercept","1layhid18",1.72546384415916
"PC1","1layhid18",0.205909171405329
"PC2","1layhid18",-4.43233813840465
"PC3","1layhid18",1.12237772808912
"PC4","1layhid18",0.771894214651327
"PC5","1layhid18",-0.306118483879459
"PC6","1layhid18",0.961694653745737
"PC7","1layhid18",-2.3815794774539
"PC8","1layhid18",2.76223498143688
"PC9","1layhid18",-0.0171350010748783
"PC10","1layhid18",1.13095480826653
"PC11","1layhid18",0.307539163431863
"PC12","1layhid18",4.37500992088866
"PC13","1layhid18",1.27215739465623
"PC14","1layhid18",-3.09945130741711
"PC15","1layhid18",-2.58612027873408
"PC16","1layhid18",-1.74406119956385
"Intercept","1layhid19",0.900172536882795
"PC1","1layhid19",2.18750576139128
"PC2","1layhid19",3.07831390329729
"PC3","1layhid19",-5.84986138690991
"PC4","1layhid19",2.19296900491867
"PC5","1layhid19",1.14566135882733
"PC6","1layhid19",-2.23932819532643
"PC7","1layhid19",2.786821236984
"PC8","1layhid19",-1.72729234048927
"PC9","1layhid19",-5.9283879673366
"PC10","1layhid19",0.569286734989236
"PC11","1layhid19",2.43762475030495
"PC12","1layhid19",0.0555962066891152
"PC13","1layhid19",0.0469882104453766
"PC14","1layhid19",1.2682266452256
"PC15","1layhid19",-3.58761350906745
"PC16","1layhid19",1.12384260175909
"Intercept","1layhid20",0.866936152521618
"PC1","1layhid20",0.609945199557038
"PC2","1layhid20",-0.697168086686825
"PC3","1layhid20",-2.92552589539245
"PC4","1layhid20",0.388967306872727
"PC5","1layhid20",1.02573670315011
"PC6","1layhid20",-1.07315518711858
"PC7","1layhid20",-2.5991195514485
"PC8","1layhid20",-1.75331566109754
"PC9","1layhid20",-3.00821053645897
"PC10","1layhid20",-0.782112003811928
"PC11","1layhid20",2.82114799212302
"PC12","1layhid20",-1.4760682499812
"PC13","1layhid20",1.18309855435646
"PC14","1layhid20",1.2247367404658
"PC15","1layhid20",-2.07145756971675
"PC16","1layhid20",0.506586094066278
"Intercept","2layhid1",-1.33383407746043
"1layhid1","2layhid1",-0.275920180403527
"1layhid2","2layhid1",0.995160631536269
"1layhid3","2layhid1",-1.37571765618654
"1layhid4","2layhid1",0.847991933664437
"1layhid5","2layhid1",1.653915666827
"1layhid6","2layhid1",-0.0151924535891731
"1layhid7","2layhid1",-0.99053259300478
"1layhid8","2layhid1",-2.46165048261942
"1layhid9","2layhid1",-0.244518123482457
"1layhid10","2layhid1",0.161340996956992
"1layhid11","2layhid1",0.576441598884173
"1layhid12","2layhid1",0.397749672917514
"1layhid13","2layhid1",-0.200873687620988
"1layhid14","2layhid1",-1.14508346274598
"1layhid15","2layhid1",0.436424036934059
"1layhid16","2layhid1",-0.97667739433635
"1layhid17","2layhid1",0.411115079878871
"1layhid18","2layhid1",0.440808862072938
"1layhid19","2layhid1",-0.839680153613974
"1layhid20","2layhid1",-0.0470609974459446
"Intercept","2layhid2",0.170378917686121
"1layhid1","2layhid2",0.956945460708288
"1layhid2","2layhid2",0.199915751452152
"1layhid3","2layhid2",-0.43400753583619
"1layhid4","2layhid2",0.962102417935313
"1layhid5","2layhid2",0.221504627340214
"1layhid6","2layhid2",-0.136127953108548
"1layhid7","2layhid2",-1.84790431239183
"1layhid8","2layhid2",0.123949844697897
"1layhid9","2layhid2",-1.89682111862285
"1layhid10","2layhid2",1.78008269821236
"1layhid11","2layhid2",-0.14099565788883
"1layhid12","2layhid2",0.538532219365934
"1layhid13","2layhid2",2.47394237043451
"1layhid14","2layhid2",0.193008833309586
"1layhid15","2layhid2",1.1688210222171
"1layhid16","2layhid2",-0.448983494101556
"1layhid17","2layhid2",0.00715663390837446
"1layhid18","2layhid2",-2.05485979301194
"1layhid19","2layhid2",-1.37152715463881
"1layhid20","2layhid2",0.126342589290411
"Intercept","2layhid3",-0.388815336154021
"1layhid1","2layhid3",-0.758862615811926
"1layhid2","2layhid3",-1.3111978895884
"1layhid3","2layhid3",-0.303302159696834
"1layhid4","2layhid3",0.689757185250219
"1layhid5","2layhid3",0.819304545545324
"1layhid6","2layhid3",3.68837526464007
"1layhid7","2layhid3",-0.0972915453348071
"1layhid8","2layhid3",0.404051442013779
"1layhid9","2layhid3",1.1816392010543
"1layhid10","2layhid3",2.6265033343028
"1layhid11","2layhid3",-1.85221785096628
"1layhid12","2layhid3",0.501053630666408
"1layhid13","2layhid3",0.61705376095969
"1layhid14","2layhid3",-2.50637978064657
"1layhid15","2layhid3",0.468255590281343
"1layhid16","2layhid3",-0.996459262116555
"1layhid17","2layhid3",1.36138133149721
"1layhid18","2layhid3",0.521939225788797
"1layhid19","2layhid3",-0.335625403215561
"1layhid20","2layhid3",0.828670440376623
"Intercept","2layhid4",0.241720955672256
"1layhid1","2layhid4",-2.15021315610189
"1layhid2","2layhid4",-1.47309967340326
"1layhid3","2layhid4",1.4000032481171
"1layhid4","2layhid4",0.823071490270462
"1layhid5","2layhid4",0.562799728638798
"1layhid6","2layhid4",-0.490241033048352
"1layhid7","2layhid4",-1.15681625000862
"1layhid8","2layhid4",-2.16155493623932
"1layhid9","2layhid4",2.42258435684663
"1layhid10","2layhid4",0.930035649435803
"1layhid11","2layhid4",0.223812701106607
"1layhid12","2layhid4",-1.03593284280623
"1layhid13","2layhid4",-0.705371417141564
"1layhid14","2layhid4",1.70861752178626
"1layhid15","2layhid4",0.0289622987226038
"1layhid16","2layhid4",0.833977221736667
"1layhid17","2layhid4",-0.421328845377185
"1layhid18","2layhid4",1.42216782173174
"1layhid19","2layhid4",0.558048534828519
"1layhid20","2layhid4",0.431126383290732
"Intercept","2layhid5",-1.39225591408362
"1layhid1","2layhid5",2.49420178374964
"1layhid2","2layhid5",2.56277389297878
"1layhid3","2layhid5",-0.610969658626471
"1layhid4","2layhid5",0.581563497314504
"1layhid5","2layhid5",-0.752754865074155
"1layhid6","2layhid5",1.03476868049271
"1layhid7","2layhid5",0.696505663100273
"1layhid8","2layhid5",2.28125717726213
"1layhid9","2layhid5",-1.5263171863057
"1layhid10","2layhid5",0.0366962241857753
"1layhid11","2layhid5",-0.423505982199533
"1layhid12","2layhid5",-1.58693636723171
"1layhid13","2layhid5",-1.17244492782833
"1layhid14","2layhid5",1.76662830580704
"1layhid15","2layhid5",0.44521762211574
"1layhid16","2layhid5",-0.290406853010034
"1layhid17","2layhid5",-1.22798540877741
"1layhid18","2layhid5",0.540317905073297
"1layhid19","2layhid5",-0.118187663294425
"1layhid20","2layhid5",0.59311872663291
"Intercept","2layhid6",-0.72547378922818
"1layhid1","2layhid6",-1.30996983680653
"1layhid2","2layhid6",-0.224281739715506
"1layhid3","2layhid6",1.26758764059516
"1layhid4","2layhid6",1.43903259020533
"1layhid5","2layhid6",-0.599687900643209
"1layhid6","2layhid6",-1.45687737578346
"1layhid7","2layhid6",-0.0729258188545616
"1layhid8","2layhid6",-2.69452230642678
"1layhid9","2layhid6",1.70111791138212
"1layhid10","2layhid6",-1.27054421617203
"1layhid11","2layhid6",0.787875209700925
"1layhid12","2layhid6",-1.21135276486736
"1layhid13","2layhid6",-0.446928843587889
"1layhid14","2layhid6",1.5010457837594
"1layhid15","2layhid6",0.397675774428333
"1layhid16","2layhid6",2.39132034595935
"1layhid17","2layhid6",-0.814156619594857
"1layhid18","2layhid6",-0.554409585307292
"1layhid19","2layhid6",0.449650327774545
"1layhid20","2layhid6",-0.568630143367804
"Intercept","2layhid7",0.360688760285536
"1layhid1","2layhid7",-0.157220858109282
"1layhid2","2layhid7",0.940705363478828
"1layhid3","2layhid7",0.458722810923424
"1layhid4","2layhid7",-2.3623176874937
"1layhid5","2layhid7",1.00142696576518
"1layhid6","2layhid7",0.321122614686384
"1layhid7","2layhid7",-0.682474516897746
"1layhid8","2layhid7",3.25597667775528
"1layhid9","2layhid7",-1.40538770368231
"1layhid10","2layhid7",-0.163081106124985
"1layhid11","2layhid7",3.31187068615335
"1layhid12","2layhid7",-0.886085219966988
"1layhid13","2layhid7",0.538747698178324
"1layhid14","2layhid7",-1.11564681240079
"1layhid15","2layhid7",-0.976982345551644
"1layhid16","2layhid7",0.627395790062749
"1layhid17","2layhid7",1.49548316424386
"1layhid18","2layhid7",0.192937233077057
"1layhid19","2layhid7",4.55314040367326
"1layhid20","2layhid7",-3.60258722602368
"Intercept","2layhid8",-0.537981618395444
"1layhid1","2layhid8",0.704847832480123
"1layhid2","2layhid8",-1.88267771891767
"1layhid3","2layhid8",0.45227760304558
"1layhid4","2layhid8",-0.174516569784077
"1layhid5","2layhid8",0.927200590926825
"1layhid6","2layhid8",0.772786365157266
"1layhid7","2layhid8",0.0434623493517936
"1layhid8","2layhid8",-0.421744645955603
"1layhid9","2layhid8",-0.0802819928093006
"1layhid10","2layhid8",0.614867545717041
"1layhid11","2layhid8",0.408868352787274
"1layhid12","2layhid8",-0.93957532338106
"1layhid13","2layhid8",-0.182176267457464
"1layhid14","2layhid8",1.18633283294918
"1layhid15","2layhid8",-1.08858983191768
"1layhid16","2layhid8",-0.702429033681013
"1layhid17","2layhid8",0.333961293451825
"1layhid18","2layhid8",1.29379374124656
"1layhid19","2layhid8",-0.457016198062657
"1layhid20","2layhid8",-0.307816257939725
"Intercept","2layhid9",0.774180856778844
"1layhid1","2layhid9",-0.772204857116506
"1layhid2","2layhid9",0.515329785671756
"1layhid3","2layhid9",0.466095515152301
"1layhid4","2layhid9",0.541263177561608
"1layhid5","2layhid9",-0.268526977699557
"1layhid6","2layhid9",5.07245555145338
"1layhid7","2layhid9",-2.80892647078581
"1layhid8","2layhid9",2.83770427469511
"1layhid9","2layhid9",-0.683456194533398
"1layhid10","2layhid9",1.37893074271418
"1layhid11","2layhid9",-0.00194113928194671
"1layhid12","2layhid9",2.16299822181832
"1layhid13","2layhid9",-0.808326813377769
"1layhid14","2layhid9",-0.344339997865504
"1layhid15","2layhid9",1.58804116912285
"1layhid16","2layhid9",-2.65115681085102
"1layhid17","2layhid9",0.399853394871297
"1layhid18","2layhid9",0.767311304301235
"1layhid19","2layhid9",-0.778016991718041
"1layhid20","2layhid9",0.497085382316378
"Intercept","2layhid10",0.111655058787852
"1layhid1","2layhid10",0.0717581759098729
"1layhid2","2layhid10",-1.73698663578231
"1layhid3","2layhid10",0.197192046462144
"1layhid4","2layhid10",-3.05946871319592
"1layhid5","2layhid10",0.802886392878598
"1layhid6","2layhid10",2.52990100273457
"1layhid7","2layhid10",0.103153055486965
"1layhid8","2layhid10",-0.139563743867893
"1layhid9","2layhid10",-0.216026483811115
"1layhid10","2layhid10",0.544174355972884
"1layhid11","2layhid10",0.460337150571737
"1layhid12","2layhid10",-0.411379769347188
"1layhid13","2layhid10",0.604745936469429
"1layhid14","2layhid10",-0.414213616374755
"1layhid15","2layhid10",-1.19896319487076
"1layhid16","2layhid10",-1.9679707983559
"1layhid17","2layhid10",0.0463675336245106
"1layhid18","2layhid10",1.09898809960931
"1layhid19","2layhid10",0.302850789803299
"1layhid20","2layhid10",-2.95499496789625
"Intercept","3layhid1",-1.41111694378548
"2layhid1","3layhid1",-0.317542554584462
"2layhid2","3layhid1",0.460958536647776
"2layhid3","3layhid1",0.799959833769046
"2layhid4","3layhid1",1.28491842494272
"2layhid5","3layhid1",-1.49449667706402
"2layhid6","3layhid1",0.0157867987470146
"2layhid7","3layhid1",-0.556939408221195
"2layhid8","3layhid1",3.06908433039233
"2layhid9","3layhid1",-0.397963014861953
"2layhid10","3layhid1",1.1967125418671
"Intercept","3layhid2",-0.364266534835781
"2layhid1","3layhid2",1.79485687740213
"2layhid2","3layhid2",2.38670397789168
"2layhid3","3layhid2",-1.02269803779724
"2layhid4","3layhid2",0.802556647087539
"2layhid5","3layhid2",0.258182646784359
"2layhid6","3layhid2",-2.43802889112587
"2layhid7","3layhid2",-0.183738006074875
"2layhid8","3layhid2",-0.776121606237876
"2layhid9","3layhid2",0.52431145214024
"2layhid10","3layhid2",-2.66131481413643
"Intercept","3layhid3",-0.665923511184858
"2layhid1","3layhid3",-2.05455286234861
"2layhid2","3layhid3",-5.58388345863625
"2layhid3","3layhid3",-5.9761723282561
"2layhid4","3layhid3",1.24244689564042
"2layhid5","3layhid3",0.658492677647952
"2layhid6","3layhid3",1.89454113857023
"2layhid7","3layhid3",-0.517608934885596
"2layhid8","3layhid3",-0.82877261161462
"2layhid9","3layhid3",1.4043242629236
"2layhid10","3layhid3",-0.525957446816883
"Intercept","3layhid4",1.16612787280296
"2layhid1","3layhid4",-1.59720593797427
"2layhid2","3layhid4",0.850490717779797
"2layhid3","3layhid4",2.16130534445137
"2layhid4","3layhid4",0.33423867091046
"2layhid5","3layhid4",-1.36861991277575
"2layhid6","3layhid4",-0.658628900251169
"2layhid7","3layhid4",-0.65088858284085
"2layhid8","3layhid4",0.099933063893819
"2layhid9","3layhid4",-0.498552364296496
"2layhid10","3layhid4",-2.96726171681867
"Intercept","3layhid5",-0.592971626307979
"2layhid1","3layhid5",0.442989452670387
"2layhid2","3layhid5",0.254309030858554
"2layhid3","3layhid5",-3.22280735894037
"2layhid4","3layhid5",-1.22203914965041
"2layhid5","3layhid5",3.02040138735774
"2layhid6","3layhid5",0.643565330476101
"2layhid7","3layhid5",0.754688193579525
"2layhid8","3layhid5",0.710532899054609
"2layhid9","3layhid5",-0.592132046878945
"2layhid10","3layhid5",2.53995896959161
"Intercept","3layhid6",0.890249578617164
"2layhid1","3layhid6",47.0020467208704
"2layhid2","3layhid6",-0.782114963933692
"2layhid3","3layhid6",11.9153137651695
"2layhid4","3layhid6",-2.53546372791447
"2layhid5","3layhid6",-8.67450422089299
"2layhid6","3layhid6",-8.80352599930484
"2layhid7","3layhid6",-2.10949004086745
"2layhid8","3layhid6",3.41176521999223
"2layhid9","3layhid6",16.5711125628048
"2layhid10","3layhid6",-6.50548257877665
"Intercept","3layhid7",-1.2277223036257
"2layhid1","3layhid7",-0.678334202107339
"2layhid2","3layhid7",-1.34485258820925
"2layhid3","3layhid7",-3.00033264460282
"2layhid4","3layhid7",0.817841718138504
"2layhid5","3layhid7",0.643360283256259
"2layhid6","3layhid7",2.90401837238737
"2layhid7","3layhid7",1.83515845476543
"2layhid8","3layhid7",1.54524541390468
"2layhid9","3layhid7",0.0776299966434153
"2layhid10","3layhid7",2.69641614048622
"Intercept","3layhid8",-0.191775489863175
"2layhid1","3layhid8",1.86569322297151
"2layhid2","3layhid8",-1.08558801584186
"2layhid3","3layhid8",-0.783875764354186
"2layhid4","3layhid8",-1.15676935090543
"2layhid5","3layhid8",1.97508037862726
"2layhid6","3layhid8",-3.85274068569563
"2layhid7","3layhid8",-0.0618656818857355
"2layhid8","3layhid8",-0.16265411473693
"2layhid9","3layhid8",-1.61673357864269
"2layhid10","3layhid8",3.66887121557668
"Intercept","3layhid9",-0.699117223865846
"2layhid1","3layhid9",-0.876608263491162
"2layhid2","3layhid9",-1.72840924173945
"2layhid3","3layhid9",-5.46319151911346
"2layhid4","3layhid9",0.578523338911792
"2layhid5","3layhid9",2.41613134350669
"2layhid6","3layhid9",4.2004193834996
"2layhid7","3layhid9",0.325354997059186
"2layhid8","3layhid9",-1.33976018311966
"2layhid9","3layhid9",-1.26818120457401
"2layhid10","3layhid9",1.20260504116305
"Intercept","3layhid10",1.06479416183574
"2layhid1","3layhid10",-1.94922630006773
"2layhid2","3layhid10",-1.64522698824469
"2layhid3","3layhid10",-1.28620363885703
"2layhid4","3layhid10",1.19358066169726
"2layhid5","3layhid10",-1.58385196077099
"2layhid6","3layhid10",5.53568631792773
"2layhid7","3layhid10",-1.26281655795421
"2layhid8","3layhid10",0.519038222218933
"2layhid9","3layhid10",-0.282932174728418
"2layhid10","3layhid10",-1.53636171129225
"Intercept","4layhid1",0.178565640728904
"3layhid1","4layhid1",-0.794047283678198
"3layhid2","4layhid1",5.44833928450273
"3layhid3","4layhid1",-18.8857297173264
"3layhid4","4layhid1",0.586674941487597
"3layhid5","4layhid1",-0.225081600972208
"3layhid6","4layhid1",1.87103008906634
"3layhid7","4layhid1",-5.9706769680491
"3layhid8","4layhid1",-0.271036854484795
"3layhid9","4layhid1",-4.88593813938405
"3layhid10","4layhid1",-3.61876069573997
"Intercept","4layhid2",-0.619900177505611
"3layhid1","4layhid2",-1.32482110014353
"3layhid2","4layhid2",-5.26085335119054
"3layhid3","4layhid2",33.7615509591578
"3layhid4","4layhid2",-2.22432603256955
"3layhid5","4layhid2",1.78273526400063
"3layhid6","4layhid2",0.565641667919372
"3layhid7","4layhid2",7.18635704692352
