Compound,X,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
LaCoO3,O,NaN,58.9332,58.9332,138.9055,138.9055,1.7,1.7,1.08,1.08,1.475,1.475,0.683,0.683,0.741,1.172,1.172,0.75,0.75,0.55,0.55,1.03,1.03,7.881,7.881,5.5769,5.5769,1.88,1.88,1.1,1.1,0.92,0.92,1.375,1.375,3464,3464,2927,2927,12.1,12.1,13,13,6.15,6.15,8.86,8.86,44.6,44.6,272.5,272.5,918,918,1495,1495,0.195,0.195,0.421,0.421,0.134,0.134,1,1,1.475,0.683,1.002948604,44.43004136
LaCrO3,O,NaN,51.9961,51.9961,138.9055,138.9055,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,0.828,1.172,1.172,0.755,0.755,0.62,0.62,1.03,1.03,6.7665,6.7665,5.5769,5.5769,1.66,1.66,1.1,1.1,1.07,1.07,1.375,1.375,3464,3464,2671,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,0.95887965,42.50785785
LaCrO3,O,NaN,51.9961,51.9961,138.9055,138.9055,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,0.828,1.172,1.172,0.755,0.755,0.62,0.62,1.03,1.03,6.7665,6.7665,5.5769,5.5769,1.66,1.66,1.1,1.1,1.07,1.07,1.375,1.375,3464,3464,2671,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,0.95887965,42.50785785
LaCrO3,O,NaN,51.9961,51.9961,138.9055,138.9055,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,0.828,1.172,1.172,0.755,0.755,0.62,0.62,1.03,1.03,6.7665,6.7665,5.5769,5.5769,1.66,1.66,1.1,1.1,1.07,1.07,1.375,1.375,3464,3464,2671,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,0.95887965,42.50785785
LaCrO3,O,5,51.9961,51.9961,138.9055,138.9055,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,0.828,1.172,1.172,0.755,0.755,0.62,0.62,1.03,1.03,6.7665,6.7665,5.5769,5.5769,1.66,1.66,1.1,1.1,1.07,1.07,1.375,1.375,3464,3464,2671,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,0.95887965,42.50785785
LaCrO3,O,NaN,51.9961,51.9961,138.9055,138.9055,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,0.828,1.172,1.172,0.755,0.755,0.62,0.62,1.03,1.03,6.7665,6.7665,5.5769,5.5769,1.66,1.66,1.1,1.1,1.07,1.07,1.375,1.375,3464,3464,2671,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,0.95887965,42.50785785
LaCrO3,O,NaN,51.9961,51.9961,138.9055,138.9055,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,0.828,1.172,1.172,0.755,0.755,0.62,0.62,1.03,1.03,6.7665,6.7665,5.5769,5.5769,1.66,1.66,1.1,1.1,1.07,1.07,1.375,1.375,3464,3464,2671,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,0.95887965,42.50785785
LaCrO3,O,NaN,51.9961,51.9961,138.9055,138.9055,1.56,1.56,1.08,1.08,1.475,1.475,0.77,0.77,0.828,1.172,1.172,0.755,0.755,0.62,0.62,1.03,1.03,6.7665,6.7665,5.5769,5.5769,1.66,1.66,1.1,1.1,1.07,1.07,1.375,1.375,3464,3464,2671,2671,12.1,12.1,4.9,4.9,6.15,6.15,7.15,7.15,44.6,44.6,404,404,918,918,1907,1907,0.195,0.195,0.45,0.45,0.134,0.134,0.937,0.937,1.475,0.77,0.95887965,42.50785785
LaCuO3,O,5,63.546,63.546,138.9055,138.9055,1.75,1.75,1.08,1.08,1.475,1.475,0.799,0.799,0.857,1.172,1.172,0.68,0.68,-300,-300,1.03,1.03,7.72638,7.72638,5.5769,5.5769,1.9,1.9,1.1,1.1,0.88,0.88,1.375,1.375,3464,3464,2562,2562,12.1,12.1,16.5,16.5,6.15,6.15,8.96,8.96,44.6,44.6,203.5,203.5,918,918,1084.62,1084.62,0.195,0.195,0.384,0.384,0.134,0.134,4.01,4.01,1.475,0.799,0.945038182,41.90356446
LaErO3,O,NaN,167.259,167.259,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.034,1.034,1.092,1.172,1.172,1.03,1.03,0.89,0.89,1.03,1.03,6.1077,6.1077,5.5769,5.5769,1.24,1.24,1.1,1.1,-300,-300,1.375,1.375,3464,3464,2868,2868,12.1,12.1,12.2,12.2,6.15,6.15,9.07,9.07,44.6,44.6,119,119,918,918,1529,1529,0.195,0.195,0.168,0.168,0.134,0.134,0.145,0.145,1.475,1.034,0.84607028,37.57496795
LaErO3,O,NaN,167.259,167.259,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.034,1.034,1.092,1.172,1.172,1.03,1.03,0.89,0.89,1.03,1.03,6.1077,6.1077,5.5769,5.5769,1.24,1.24,1.1,1.1,-300,-300,1.375,1.375,3464,3464,2868,2868,12.1,12.1,12.2,12.2,6.15,6.15,9.07,9.07,44.6,44.6,119,119,918,918,1529,1529,0.195,0.195,0.168,0.168,0.134,0.134,0.145,0.145,1.475,1.034,0.84607028,37.57496795
LaFeO3,O,5,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,5,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaFeO3,O,NaN,55.845,55.845,138.9055,138.9055,1.64,1.64,1.08,1.08,1.475,1.475,0.805,0.805,0.863,1.172,1.172,0.69,0.69,0.55,0.55,1.03,1.03,7.9024,7.9024,5.5769,5.5769,1.83,1.83,1.1,1.1,0.95,0.95,1.375,1.375,3464,3464,2861,2861,12.1,12.1,11.8,11.8,6.15,6.15,7.87,7.87,44.6,44.6,247.3,247.3,918,918,1538,1538,0.195,0.195,0.449,0.449,0.134,0.134,0.802,0.802,1.475,0.805,0.942224172,41.78067707
LaGaO3,O,NaN,69.723,69.723,138.9055,138.9055,1.82,1.82,1.08,1.08,1.475,1.475,0.776,0.776,0.834,1.172,1.172,0.76,0.76,0.62,0.62,1.03,1.03,5.9993,5.9993,5.5769,5.5769,1.81,1.81,1.1,1.1,0.76,0.76,1.375,1.375,3464,3464,2204,2204,12.1,12.1,18,18,6.15,6.15,5.91,5.91,44.6,44.6,80,80,918,918,29.767,29.767,0.195,0.195,0.374,0.374,0.134,0.134,0.406,0.406,1.475,0.776,0.955982733,42.38140591
LaGaO3,O,NaN,69.723,69.723,138.9055,138.9055,1.82,1.82,1.08,1.08,1.475,1.475,0.776,0.776,0.834,1.172,1.172,0.76,0.76,0.62,0.62,1.03,1.03,5.9993,5.9993,5.5769,5.5769,1.81,1.81,1.1,1.1,0.76,0.76,1.375,1.375,3464,3464,2204,2204,12.1,12.1,18,18,6.15,6.15,5.91,5.91,44.6,44.6,80,80,918,918,29.767,29.767,0.195,0.195,0.374,0.374,0.134,0.134,0.406,0.406,1.475,0.776,0.955982733,42.38140591
LaGaO3,O,NaN,69.723,69.723,138.9055,138.9055,1.82,1.82,1.08,1.08,1.475,1.475,0.776,0.776,0.834,1.172,1.172,0.76,0.76,0.62,0.62,1.03,1.03,5.9993,5.9993,5.5769,5.5769,1.81,1.81,1.1,1.1,0.76,0.76,1.375,1.375,3464,3464,2204,2204,12.1,12.1,18,18,6.15,6.15,5.91,5.91,44.6,44.6,80,80,918,918,29.767,29.767,0.195,0.195,0.374,0.374,0.134,0.134,0.406,0.406,1.475,0.776,0.955982733,42.38140591
LaHoO3,O,NaN,164.93032,164.93032,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.071,1.071,1.129,1.172,1.172,1.041,1.041,0.901,0.901,1.03,1.03,6.0215,6.0215,5.5769,5.5769,1.23,1.23,1.1,1.1,-300,-300,1.375,1.375,3464,3464,2700,2700,12.1,12.1,11.2,11.2,6.15,6.15,8.8,8.8,44.6,44.6,103,103,918,918,1474,1474,0.195,0.195,0.165,0.165,0.134,0.134,0.162,0.162,1.475,1.071,0.832346211,36.97362526
LaHoO3,O,5,164.93032,164.93032,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.071,1.071,1.129,1.172,1.172,1.041,1.041,0.901,0.901,1.03,1.03,6.0215,6.0215,5.5769,5.5769,1.23,1.23,1.1,1.1,-300,-300,1.375,1.375,3464,3464,2700,2700,12.1,12.1,11.2,11.2,6.15,6.15,8.8,8.8,44.6,44.6,103,103,918,918,1474,1474,0.195,0.195,0.165,0.165,0.134,0.134,0.162,0.162,1.475,1.071,0.832346211,36.97362526
LaInO3,O,5,114.818,114.818,138.9055,138.9055,1.49,1.49,1.08,1.08,1.475,1.475,0.948,0.948,1.006,1.172,1.172,0.94,0.94,0.8,0.8,1.03,1.03,5.78636,5.78636,5.5769,5.5769,1.78,1.78,1.1,1.1,0.94,0.94,1.375,1.375,3464,3464,2072,2072,12.1,12.1,32.1,32.1,6.15,6.15,7.31,7.31,44.6,44.6,28.6,28.6,918,918,156.6,156.6,0.195,0.195,0.233,0.233,0.134,0.134,0.816,0.816,1.475,0.948,0.879787631,39.0512229
LaLuO3,O,NaN,174.967,174.967,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.017,1.017,1.075,1.172,1.172,1.001,1.001,0.86,0.86,1.03,1.03,5.4259,5.4259,5.5769,5.5769,1,1,1.1,1.1,-300,-300,1.375,1.375,3464,3464,3402,3402,12.1,12.1,9.9,9.9,6.15,6.15,9.84,9.84,44.6,44.6,126,126,918,918,1663,1663,0.195,0.195,0.154,0.154,0.134,0.134,0.164,0.164,1.475,1.017,0.852528831,37.85786822
LaLuS3,S,NaN,174.967,174.967,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.017,1.017,1.075,1.172,1.172,1.001,1.001,0.86,0.86,1.03,1.03,5.4259,5.4259,5.5769,5.5769,1,1,1.1,1.1,-300,-300,1.375,1.375,3464,3464,3402,3402,12.1,12.1,9.9,9.9,6.15,6.15,9.84,9.84,44.6,44.6,126,126,918,918,1663,1663,0.195,0.195,0.154,0.154,0.134,0.134,0.164,0.164,1.475,1.017,0.706023593,37.85786822
LaNiO3,O,NaN,58.6934,58.6934,138.9055,138.9055,1.75,1.75,1.08,1.08,1.475,1.475,0.786,0.786,0.844,1.172,1.172,0.7,0.7,0.56,0.56,1.03,1.03,7.6398,7.6398,5.5769,5.5769,1.91,1.91,1.1,1.1,0.96,0.96,1.375,1.375,3464,3464,2913,2913,12.1,12.1,13.4,13.4,6.15,6.15,8.9,8.9,44.6,44.6,290.3,290.3,918,918,1455,1455,0.195,0.195,0.445,0.445,0.134,0.134,0.907,0.907,1.475,0.786,0.95119324,42.1723163
LaNiO3,O,NaN,58.6934,58.6934,138.9055,138.9055,1.75,1.75,1.08,1.08,1.475,1.475,0.786,0.786,0.844,1.172,1.172,0.7,0.7,0.56,0.56,1.03,1.03,7.6398,7.6398,5.5769,5.5769,1.91,1.91,1.1,1.1,0.96,0.96,1.375,1.375,3464,3464,2913,2913,12.1,12.1,13.4,13.4,6.15,6.15,8.9,8.9,44.6,44.6,290.3,290.3,918,918,1455,1455,0.195,0.195,0.445,0.445,0.134,0.134,0.907,0.907,1.475,0.786,0.95119324,42.1723163
LaNiO3,O,NaN,58.6934,58.6934,138.9055,138.9055,1.75,1.75,1.08,1.08,1.475,1.475,0.786,0.786,0.844,1.172,1.172,0.7,0.7,0.56,0.56,1.03,1.03,7.6398,7.6398,5.5769,5.5769,1.91,1.91,1.1,1.1,0.96,0.96,1.375,1.375,3464,3464,2913,2913,12.1,12.1,13.4,13.4,6.15,6.15,8.9,8.9,44.6,44.6,290.3,290.3,918,918,1455,1455,0.195,0.195,0.445,0.445,0.134,0.134,0.907,0.907,1.475,0.786,0.95119324,42.1723163
LaNiO3,O,NaN,58.6934,58.6934,138.9055,138.9055,1.75,1.75,1.08,1.08,1.475,1.475,0.786,0.786,0.844,1.172,1.172,0.7,0.7,0.56,0.56,1.03,1.03,7.6398,7.6398,5.5769,5.5769,1.91,1.91,1.1,1.1,0.96,0.96,1.375,1.375,3464,3464,2913,2913,12.1,12.1,13.4,13.4,6.15,6.15,8.9,8.9,44.6,44.6,290.3,290.3,918,918,1455,1455,0.195,0.195,0.445,0.445,0.134,0.134,0.907,0.907,1.475,0.786,0.95119324,42.1723163
LaPdO3,O,NaN,106.42,106.42,138.9055,138.9055,1.35,1.35,1.08,1.08,1.475,1.475,-300,-300,0,1.172,1.172,0.9,0.9,0.76,0.76,1.03,1.03,8.3369,8.3369,5.5769,5.5769,2.2,2.2,1.1,1.1,1.08,1.08,1.375,1.375,3464,3464,2963,2963,12.1,12.1,11.8,11.8,6.15,6.15,12,12,44.6,44.6,157.3,157.3,918,918,1554.8,1554.8,0.195,0.195,0.244,0.244,0.134,0.134,0.718,0.718,1.475,-300,-300,-0.616269736
LaRhO3,O,NaN,102.9055,102.9055,138.9055,138.9055,1.45,1.45,1.08,1.08,1.475,1.475,0.839,0.839,0.897,1.172,1.172,0.805,0.805,0.67,0.67,1.03,1.03,7.4589,7.4589,5.5769,5.5769,2.28,2.28,1.1,1.1,1.11,1.11,1.375,1.375,3464,3464,3695,3695,12.1,12.1,8.2,8.2,6.15,6.15,12.4,12.4,44.6,44.6,258.4,258.4,918,918,1963,1963,0.195,0.195,0.243,0.243,0.134,0.134,1.5,1.5,1.475,0.839,0.926589413,41.09770705
LaRuO3,O,NaN,101.07,101.07,138.9055,138.9055,1.42,1.42,1.08,1.08,1.475,1.475,0.816,0.816,0.874,1.172,1.172,0.82,0.82,0.68,0.68,1.03,1.03,7.3605,7.3605,5.5769,5.5769,2.2,2.2,1.1,1.1,1.145,1.145,1.375,1.375,3464,3464,4150,4150,12.1,12.1,6.4,6.4,6.15,6.15,12.1,12.1,44.6,44.6,381.8,381.8,918,918,2333,2333,0.195,0.195,0.238,0.238,0.134,0.134,1.17,1.17,1.475,0.816,0.937108444,41.55724548
LaScO3,O,NaN,44.95591,44.95591,138.9055,138.9055,1.2,1.2,1.08,1.08,1.475,1.475,0.895,0.895,0.953,1.172,1.172,0.885,0.885,0.75,0.75,1.03,1.03,6.5615,6.5615,5.5769,5.5769,1.36,1.36,1.1,1.1,1.22,1.22,1.375,1.375,3464,3464,2836,2836,12.1,12.1,10.2,10.2,6.15,6.15,2.99,2.99,44.6,44.6,314,314,918,918,1541,1541,0.195,0.195,0.567,0.567,0.134,0.134,0.158,0.158,1.475,0.895,0.901939053,40.0202135
LaScS3,S,NaN,44.95591,44.95591,138.9055,138.9055,1.2,1.2,1.08,1.08,1.475,1.475,0.895,0.895,0.953,1.172,1.172,0.885,0.885,0.75,0.75,1.03,1.03,6.5615,6.5615,5.5769,5.5769,1.36,1.36,1.1,1.1,1.22,1.22,1.375,1.375,3464,3464,2836,2836,12.1,12.1,10.2,10.2,6.15,6.15,2.99,2.99,44.6,44.6,314,314,918,918,1541,1541,0.195,0.195,0.567,0.567,0.134,0.134,0.158,0.158,1.475,0.895,0.705735617,40.0202135
LaTiO3,O,NaN,47.867,47.867,138.9055,138.9055,1.32,1.32,1.08,1.08,1.475,1.475,0.837,0.837,0.895,1.172,1.172,0.81,0.81,0.67,0.67,1.03,1.03,6.8281,6.8281,5.5769,5.5769,1.54,1.54,1.1,1.1,1.15,1.15,1.375,1.375,3464,3464,3287,3287,12.1,12.1,8.6,8.6,6.15,6.15,4.51,4.51,44.6,44.6,295.6,295.6,918,918,1670,1670,0.195,0.195,0.522,0.522,0.134,0.134,0.219,0.219,1.475,0.837,0.927494728,41.13726307
LaTiO3,O,NaN,47.867,47.867,138.9055,138.9055,1.32,1.32,1.08,1.08,1.475,1.475,0.837,0.837,0.895,1.172,1.172,0.81,0.81,0.67,0.67,1.03,1.03,6.8281,6.8281,5.5769,5.5769,1.54,1.54,1.1,1.1,1.15,1.15,1.375,1.375,3464,3464,3287,3287,12.1,12.1,8.6,8.6,6.15,6.15,4.51,4.51,44.6,44.6,295.6,295.6,918,918,1670,1670,0.195,0.195,0.522,0.522,0.134,0.134,0.219,0.219,1.475,0.837,0.927494728,41.13726307
LaTmO3,O,5,168.93421,168.93421,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.046,1.046,1.104,1.172,1.172,1.02,1.02,0.88,0.88,1.03,1.03,6.18431,6.18431,5.5769,5.5769,1.25,1.25,1.1,1.1,-300,-300,1.375,1.375,3464,3464,1950,1950,12.1,12.1,13.3,13.3,6.15,6.15,9.32,9.32,44.6,44.6,99.7,99.7,918,918,1545,1545,0.195,0.195,0.16,0.16,0.134,0.134,0.169,0.169,1.475,1.046,0.841569906,37.3778059
LaTmO3,O,NaN,168.93421,168.93421,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.046,1.046,1.104,1.172,1.172,1.02,1.02,0.88,0.88,1.03,1.03,6.18431,6.18431,5.5769,5.5769,1.25,1.25,1.1,1.1,-300,-300,1.375,1.375,3464,3464,1950,1950,12.1,12.1,13.3,13.3,6.15,6.15,9.32,9.32,44.6,44.6,99.7,99.7,918,918,1545,1545,0.195,0.195,0.16,0.16,0.134,0.134,0.169,0.169,1.475,1.046,0.841569906,37.3778059
LaTmO3,O,NaN,168.93421,168.93421,138.9055,138.9055,-300,-300,1.08,1.08,1.475,1.475,1.046,1.046,1.104,1.172,1.172,1.02,1.02,0.88,0.88,1.03,1.03,6.18431,6.18431,5.5769,5.5769,1.25,1.25,1.1,1.1,-300,-300,1.375,1.375,3464,3464,1950,1950,12.1,12.1,13.3,13.3,6.15,6.15,9.32,9.32,44.6,44.6,99.7,99.7,918,918,1545,1545,0.195,0.195,0.16,0.16,0.134,0.134,0.169,0.169,1.475,1.046,0.841569906,37.3778059
