"feature","group_cat","lower","upper","est"
"CoefficientofLinearThermalExpansionatSpecofB","Cubic",-0.0104694900319847,0.0271666487235546,0.00297512605617622
"CoefficientofLinearThermalExpansionatSpecofB","Hexagonal",-0.0207726603512558,0.0158607601710319,-0.00188042676518786
"CoefficientofLinearThermalExpansionatSpecofB","LiNb03",-0.00523009830041623,0.0230969206811598,0.00946743024985468
"CoefficientofLinearThermalExpansionatSpecofB","Tilted",-0.0301555870915472,0.00221417260354317,-0.010562129540843
"CoefficientofLinearThermalExpansionatSpecofBprime","Cubic",-0.0729290376474364,0.0392283432045824,-0.0144508876557459
"CoefficientofLinearThermalExpansionatSpecofBprime","Hexagonal",-0.0332301714678772,0.024562665867576,-0.00483476479343555
"CoefficientofLinearThermalExpansionatSpecofBprime","LiNb03",-0.0218393811987748,0.0321556974397088,0.00293181141853213
"CoefficientofLinearThermalExpansionatSpecofBprime","Tilted",-0.0299870655206205,0.0635978982202756,0.0163538410306493
"CrystalRadiusofA","Cubic",0.950447347667306,1.87107245520771,1.13008695090941
"CrystalRadiusofA","Hexagonal",0.980155631731262,1.50839127084997,0.988405914294708
"CrystalRadiusofA","LiNb03",-1.62612392640122,-0.778165055488776,-0.97442269635809
"CrystalRadiusofA","Tilted",-1.96758796921075,-0.926513451968701,-1.14407016884603
"CrystalRadiusofAprime","Cubic",0.310067135907389,1.17456080160296,0.666688855315036
"CrystalRadiusofAprime","Hexagonal",1.037919708706,1.61455542423274,1.05719830416044
"CrystalRadiusofAprime","LiNb03",-1.65760273703245,-0.791562939793491,-0.99321487793902
"CrystalRadiusofAprime","Tilted",-1.353255991498,-0.398881636335364,-0.730672281536457
"CrystalRadiusofB","Cubic",-1.52627608748703,1.22168401743153,-0.33043878467218
"CrystalRadiusofB","Hexagonal",-2.5641673166551,-0.0821551659540009,-0.888209553389595
"CrystalRadiusofB","LiNb03",-0.514202002512404,1.06869403770154,0.370051023973067
"CrystalRadiusofB","Tilted",-0.23039385219848,2.35315346543974,0.848597314088707
"CrystalRadiusofBprime","Cubic",-1.47246843540691,4.24869035086181,0.884219826192946
"CrystalRadiusofBprime","Hexagonal",-6.47155071626589,-1.11767717936504,-2.72332257661165
"CrystalRadiusofBprime","LiNb03",-1.02446261276569,2.98148005609317,0.815783437471851
"CrystalRadiusofBprime","Tilted",-0.856317290320268,3.9085189480789,1.02331931294685
"DensityatSpecofA","Cubic",-0.0111403736841994,0.0363773195364802,0.0125331789622681
"DensityatSpecofA","Hexagonal",-0.00180584889107623,0.0175427335190314,0.00279638948638363
"DensityatSpecofA","LiNb03",-0.0388079582160601,0.0367372861674606,-0.00357712544251048
"DensityatSpecofA","Tilted",-0.0537811527563878,0.0114394801559683,-0.0117524430061412
"DensityatSpecofAprime","Cubic",-0.0295469638356313,0.0161240193428099,-0.000589274159259558
"DensityatSpecofAprime","Hexagonal",-0.000782628947181057,0.0196596131297705,0.00415782869685867
"DensityatSpecofAprime","LiNb03",-0.0389215157785732,0.0368046196757132,-0.00363351305256749
"DensityatSpecofAprime","Tilted",-0.0356523358819547,0.0290453287068895,6.49585149683805e-05
"DensityatSpecofB","Cubic",-0.101969133517242,0.0132697895355209,-0.0281075329279062
"DensityatSpecofB","Hexagonal",0.00759377816622391,0.0760271913897887,0.03200382118161
"DensityatSpecofB","LiNb03",-0.070097001680635,-0.00502040488294796,-0.0314429366438068
"DensityatSpecofB","Tilted",-0.0110402436435806,0.0877494501776407,0.0275466483901029
"DensityatSpecofBprime","Cubic",-0.0403967204463285,0.0146373649410595,-0.00765169415391319
"DensityatSpecofBprime","Hexagonal",0.000361341689874713,0.0425481270552187,0.0145715915877691
"DensityatSpecofBprime","LiNb03",-0.0248230628304807,-0.00467817741422736,-0.012333890406152
"DensityatSpecofBprime","Tilted",-0.0187927968242356,0.0309813468272573,0.0054139929722961
"EnthalpyofFusionofA","Cubic",-0.00204016815796541,0.00146523062966138,-9.07085171813289e-06
"EnthalpyofFusionofA","Hexagonal",-0.00131173549189412,-0.000708561548483119,-0.000767936601093507
"EnthalpyofFusionofA","LiNb03",0.000466607133376736,0.00414754280461945,0.00173956649714874
"EnthalpyofFusionofA","Tilted",-0.00265079642456764,0.00101978043758587,-0.000962559044337095
"EnthalpyofFusionofAprime","Cubic",-0.00125957095135565,0.00224124437063293,0.000533619079297562
"EnthalpyofFusionofAprime","Hexagonal",-0.00143048597158142,-0.000770050173497276,-0.000828984502908456
"EnthalpyofFusionofAprime","LiNb03",0.000463039829045587,0.00418104133301817,0.00175761649545578
"EnthalpyofFusionofAprime","Tilted",-0.00336820106248126,0.00023517884635537,-0.00146225107184489
"EnthalpyofFusionofB","Cubic",-0.00139555551197988,0.00275906853739762,0.000588313023730639
"EnthalpyofFusionofB","Hexagonal",-0.000800280276385109,0.0025372061597153,0.000559553697584693
"EnthalpyofFusionofB","LiNb03",-0.002344743351211,-0.000580513801375035,-0.00112784435982384
"EnthalpyofFusionofB","Tilted",-0.0019577088131805,0.00175776805604855,-2.00223614914933e-05
"EnthalpyofFusionofBprime","Cubic",-0.0015083049658622,0.00259584548520183,0.000410501277040668
"EnthalpyofFusionofBprime","Hexagonal",-0.000929651594941892,0.00310201013202039,0.000783515976302692
"EnthalpyofFusionofBprime","LiNb03",-0.00244893038683851,7.68552938304195e-05,-0.000731301811627039
"EnthalpyofFusionofBprime","Tilted",-0.0023823446915904,0.00135562877436115,-0.000462715441716321
"IonicRadiiofA","Cubic",0.998017650829832,1.95044257186459,1.18596725576307
"IonicRadiiofA","Hexagonal",1.02632253374943,1.58432596527901,1.04298691278587
"IonicRadiiofA","LiNb03",-1.93843454711966,-0.981219851231356,-1.15518925842869
"IonicRadiiofA","Tilted",-1.89000181175488,-0.844113097913048,-1.07376491012024
"IonicRadiiofAprime","Cubic",0.324633676311668,1.22178498090468,0.697202831159108
"IonicRadiiofAprime","Hexagonal",1.10010009378696,1.6978372128972,1.11744008819248
"IonicRadiiofAprime","LiNb03",-1.96848389289028,-1.00141406810761,-1.17602427557303
"IonicRadiiofAprime","Tilted",-1.21023306877715,-0.236838677004962,-0.638618643778555
"IonicRadiiofB","Cubic",-1.18623306545625,1.33982220123506,-0.169757195190153
"IonicRadiiofB","Hexagonal",-2.37901492789671,-0.353023504061976,-0.972891240672049
"IonicRadiiofB","LiNb03",-0.452402410654816,1.04463671869883,0.365796474110963
"IonicRadiiofB","Tilted",-0.196536882533147,2.15085005441381,0.776851961751239
"IonicRadiiofBprime","Cubic",-2.13369472971494,3.43439470091411,0.501990113988131
"IonicRadiiofBprime","Hexagonal",-5.92419484166104,-0.884087800825736,-2.46759618861476
"IonicRadiiofBprime","LiNb03",-0.816879488705588,3.15006096453464,0.959049290747634
"IonicRadiiofBprime","Tilted",-0.805654236828075,3.86943737875864,1.006556783879
"IonizationPotentialofA","Cubic",-0.376353952200659,-0.131940019540619,-0.18341037017253
"IonizationPotentialofA","Hexagonal",-0.281108658839832,-0.135884753581267,-0.156523335819058
"IonizationPotentialofA","LiNb03",-0.0850242361929128,0.29707453801785,0.0383738804731527
"IonizationPotentialofA","Tilted",0.186081664656631,0.538670531025568,0.301559825518436
"IonizationPotentialofAprime","Cubic",-0.253355713020201,-0.0139299322734584,-0.110156324616918
"IonizationPotentialofAprime","Hexagonal",-0.297805212351219,-0.142854242352594,-0.165612722083608
"IonizationPotentialofAprime","LiNb03",-0.0868510473779062,0.298315980544727,0.0381876628877518
"IonizationPotentialofAprime","Tilted",0.0826980554735072,0.42580014815275,0.237581383812774
"IonizationPotentialofB","Cubic",-0.190580195533463,0.356894059196885,0.0730404588111141
"IonizationPotentialofB","Hexagonal",-0.500170709575276,0.00150558562993096,-0.161645187480102
"IonizationPotentialofB","LiNb03",-0.152894581189539,0.0977388415862211,-0.0481149018404114
"IonizationPotentialofB","Tilted",-0.0191704392106305,0.454040441661789,0.136719630509399
"IonizationPotentialofBprime","Cubic",-0.537195114360888,0.051799542730719,-0.16768252566041
"IonizationPotentialofBprime","Hexagonal",-0.114028488756264,0.331700823142058,0.088846789082389
"IonizationPotentialofBprime","LiNb03",-0.245534642322824,0.10588982369227,-0.0797527276666493
"IonizationPotentialofBprime","Tilted",-0.0527461657257535,0.467613767418557,0.158588464244671
"MeltingPtofA","Cubic",-0.000782449319191054,-0.000249113873021494,-0.000416936418338355
"MeltingPtofA","Hexagonal",-0.00017394927044277,-7.01821377716966e-06,-6.83333716410612e-05
"MeltingPtofA","LiNb03",3.93717324892523e-05,0.000950795409397066,0.000372686286023535
"MeltingPtofA","Tilted",-0.000321518785024255,0.00057770576732232,0.000112583503955881
"MeltingPtofAprime","Cubic",-0.000684787386296135,-0.000165608253869416,-0.000359120309956289
"MeltingPtofAprime","Hexagonal",-0.000179194560155795,-1.68931915410524e-05,-7.41282542378845e-05
"MeltingPtofAprime","LiNb03",3.88011445468512e-05,0.00095136260848682,0.000372627654362372
"MeltingPtofAprime","Tilted",-0.000385824781978292,0.000500274760164885,6.06209098318016e-05
"MeltingPtofB","Cubic",4.75349559606754e-06,0.000524474963858399,0.000174578907638975
"MeltingPtofB","Hexagonal",-0.000115075610815822,0.00027811180859485,5.77880978565817e-05
"MeltingPtofB","LiNb03",-0.00038859134211431,-8.35027573938474e-05,-0.000203198520140107
"MeltingPtofB","Tilted",-0.000310158942665892,0.000132125974087161,-2.916848535545e-05
"MeltingPtofBprime","Cubic",2.63615052930746e-05,0.000309971888141548,0.000127929573636552
"MeltingPtofBprime","Hexagonal",-8.20569257448614e-05,9.81466465174309e-05,5.37206448131653e-07
"MeltingPtofBprime","LiNb03",-0.000199736325884006,-2.10995181779572e-05,-9.38990117492015e-05
"MeltingPtofBprime","Tilted",-0.000189295144616242,7.09291541206382e-05,-3.45677683354825e-05
"PaulingENofA","Cubic",-0.395998289556813,-0.0861563746862379,-0.168760942582374
"PaulingENofA","Hexagonal",-0.3663662993098,-0.234864944181109,-0.250698529530911
"PaulingENofA","LiNb03",0.398521333210868,0.954652063523316,0.552633122424401
"PaulingENofA","Tilted",-0.425401943182674,0.139728057752327,-0.133173650311116
"PaulingENofAprime","Cubic",-0.297340539058207,0.0157643390016965,-0.102933671616585
"PaulingENofAprime","Hexagonal",-0.379991780993464,-0.241117981176903,-0.257942965327755
"PaulingENofAprime","LiNb03",0.397891260290183,0.956176524310346,0.553858074517551
"PaulingENofAprime","Tilted",-0.512373788775679,0.0496328756055364,-0.192981437573212
"PaulingENofB","Cubic",-0.684771560689798,0.851641982047093,0.0354836228748372
"PaulingENofB","Hexagonal",-0.0713004577061924,0.950289511837413,0.379762355837464
"PaulingENofB","LiNb03",-0.412108530762757,0.330793094593173,-0.0969087962628585
"PaulingENofB","Tilted",-1.18343174956546,0.257856813762178,-0.318337182449443
"PaulingENofBprime","Cubic",-1.35836685633803,0.297555717002036,-0.43123792988836
"PaulingENofBprime","Hexagonal",-0.110632235718124,1.44096315424577,0.482006598375587
"PaulingENofBprime","LiNb03",-0.248154490266453,0.538048963553584,0.133003125131436
"PaulingENofBprime","Tilted",-1.00486776378545,0.443531990293,-0.183771793618664
"r_VIIofB","Cubic",-0.887934971418683,1.19894365182024,0.159965212278377
"r_VIIofB","Hexagonal",-2.29035539646885,-0.713123110827589,-1.12869139120243
"r_VIIofB","LiNb03",-0.341611543000929,0.917412517826988,0.376197872137398
"r_VIIofB","Tilted",0.0956452049978891,2.11032870915658,0.592528306786657
"r_VIofB","Cubic",-0.899085568552264,1.18805700120412,0.156760720657185
"r_VIofB","Hexagonal",-2.29379127972358,-0.706831533766878,-1.12597544274881
"r_VIofB","LiNb03",-0.336753514555932,0.923858245569085,0.38130295112127
"r_VIofB","Tilted",0.0878629935388252,2.11294279748563,0.587911770970357
"r_VIofBprime","Cubic",-3.18118678083013,3.0967444101066,1.16563350471011
"r_VIofBprime","Hexagonal",0.243265713024112,3.50818945915417,0.949555258352779
"r_VIofBprime","LiNb03",-0.61465783717257,1.96369064116939,0.33085482405261
"r_VIofBprime","Tilted",-5.26257174670605,-0.350851455375134,-2.4460435871155
"r_XIIofA","Cubic",1.11442385658871,2.15424778945361,1.27802830340638
"r_XIIofA","Hexagonal",1.20319665170908,1.87814625842416,1.22060425321738
"r_XIIofA","LiNb03",-1.94215383780961,-0.932609191346333,-1.14164574013784
"r_XIIofA","Tilted",-2.3704298806482,-1.15250953290617,-1.35698681648591
"r_XIIofAprime","Cubic",0.268474557329209,1.33244970176123,0.688388669956961
"r_XIIofAprime","Hexagonal",1.27957995975302,2.03032560345588,1.30892842176307
"r_XIIofAprime","LiNb03",-1.98377311219948,-0.95634088618624,-1.16541043940133
"r_XIIofAprime","Tilted",-1.55154957147825,-0.471621230329296,-0.831906652318699
"rA","Cubic",0.852732404088884,1.55146893531804,0.97044239210145
"rA","Hexagonal",1.2566293516757,1.96119263184048,1.27858394946269
"rA","LiNb03",-1.95607682552255,-0.937659285656297,-1.1530732970878
"rA","Tilted",-1.85517785481873,-0.928973207886933,-1.09595304447634
"rB","Cubic",-1.60658506928909,2.37993646636199,0.870350382742034
"rB","Hexagonal",-2.42436804221095,0.013239981592385,-1.00093256806945
"rB","LiNb03",-0.150665725122274,1.71804950922307,0.721257851120454
"rB","Tilted",-1.83814405457888,1.83618804007296,-0.590675665793034
"SpecificHeatCapacityofA","Cubic",-0.579608673844811,1.31956161129927,0.633972417527542
"SpecificHeatCapacityofA","Hexagonal",-0.66473140318859,-0.0923164663903351,-0.152637558122477
"SpecificHeatCapacityofA","LiNb03",-0.797254476504363,1.28930504030146,-0.448952905869097
"SpecificHeatCapacityofA","Tilted",-0.66868308110836,0.694050718051946,-0.032381953535968
"SpecificHeatCapacityofAprime","Cubic",-0.186717935551216,1.52862501880584,0.727738524680614
"SpecificHeatCapacityofAprime","Hexagonal",-0.713081013546006,-0.0962523582582053,-0.162762446492139
"SpecificHeatCapacityofAprime","LiNb03",-0.797444324083537,1.31296106423024,-0.450793356944734
"SpecificHeatCapacityofAprime","Tilted",-0.939326607285455,0.513416156535326,-0.114182721243742
"SpecificHeatCapacityofB","Cubic",-0.351635267140403,0.136249773135697,-0.0368162897084366
"SpecificHeatCapacityofB","Hexagonal",-0.358527982628979,-0.0508932018538982,-0.132334484115677
"SpecificHeatCapacityofB","LiNb03",-0.0808718875833248,0.184107550251914,0.0411828996861866
"SpecificHeatCapacityofB","Tilted",0.0380607441835464,0.479816345369558,0.127967874137927
"SpecificHeatCapacityofBprime","Cubic",-1.91193028398071,0.718443475623592,-0.511147704542561
"SpecificHeatCapacityofBprime","Hexagonal",-0.414621654314931,1.36420467032256,0.367319307162062
"SpecificHeatCapacityofBprime","LiNb03",0.143336817924644,1.78645434974634,0.764083141332593
"SpecificHeatCapacityofBprime","Tilted",-2.04431550197434,0.317670373525051,-0.620254743952094
"ThermalHeatConductivityofA","Cubic",-0.39854117507649,-0.0746173043641204,-0.214592238004135
"ThermalHeatConductivityofA","Hexagonal",-0.122886454175509,-0.0531054076137331,-0.0671520132476414
"ThermalHeatConductivityofA","LiNb03",0.0439401911628826,0.436867496130973,0.225599764696615
"ThermalHeatConductivityofA","Tilted",-0.0943510470694043,0.243151774208471,0.0561444865551612
"ThermalHeatConductivityofAprime","Cubic",-0.344737010372114,-0.0248095100595927,-0.181234446626253
"ThermalHeatConductivityofAprime","Hexagonal",-0.133741347821712,-0.0563618822076673,-0.07157770418154
"ThermalHeatConductivityofAprime","LiNb03",0.0455571225666094,0.446555801217188,0.22973802121795
"ThermalHeatConductivityofAprime","Tilted",-0.145161457886086,0.197736984105267,0.0230741295898427
"ThermalHeatConductivityofB","Cubic",-0.326574817966754,0.247183621335991,-0.0385288253076969
"ThermalHeatConductivityofB","Hexagonal",-0.427333392512218,0.0719059274647293,-0.145544673776245
"ThermalHeatConductivityofB","LiNb03",-0.272106592138925,0.00253764023601042,-0.0984213448019075
"ThermalHeatConductivityofB","Tilted",0.0591094464452662,0.672462994177183,0.282494843885849
"ThermalHeatConductivityofBprime","Cubic",-0.735349158566557,0.0496538048979649,-0.234051375517595
"ThermalHeatConductivityofBprime","Hexagonal",-0.11888165518552,0.596318038433776,0.197831956833116
"ThermalHeatConductivityofBprime","LiNb03",-0.309782916256601,0.198451545244221,-0.061455637382811
"ThermalHeatConductivityofBprime","Tilted",-0.189363533659885,0.523284853904545,0.0976750560672906
"ToleranceBVP","Cubic",1.13885674855368,4.75663299605071,2.0533798240124
"ToleranceBVP","Hexagonal",3.83254708098072,7.28314724635766,4.40085375935491
"ToleranceBVP","LiNb03",-6.31236080056278,-2.99632743043598,-3.77025180184415
"ToleranceBVP","Tilted",-5.67724855720223,-2.04801656992119,-2.68398178152316
"Vc","Cubic",-0.00633843449237847,0.0137653380250655,0.0049677830679638
"Vc","Hexagonal",0.00821543395937206,0.0236926727555265,0.0116136608658192
"Vc","LiNb03",-0.0124391417481153,0.00708103638594529,-0.00325596580321132
"Vc","Tilted",-0.0266889885932706,-0.00751828131088076,-0.0133254781305717
"ZungerRadiiofA","Cubic",-0.0567647015721826,0.870204271179393,0.326354642997037
"ZungerRadiiofA","Hexagonal",0.739798537593223,1.11304661603192,0.748303280764245
"ZungerRadiiofA","LiNb03",-1.95678691442522,-0.956215758302972,-1.30049002400288
"ZungerRadiiofA","Tilted",-0.3919459710129,0.716027796680241,0.225832100241597
"ZungerRadiiofAprime","Cubic",-0.51599655393039,0.441729992643952,0.0271224815845769
"ZungerRadiiofAprime","Hexagonal",0.767938901959929,1.185335603859,0.787198968668792
"ZungerRadiiofAprime","LiNb03",-1.97065334508331,-0.958859005159856,-1.3084909944714
"ZungerRadiiofAprime","Tilted",-0.0170119654638722,1.13189347666727,0.494169544218035
"ZungerRadiiofB","Cubic",-1.16788520561588,1.14143608766077,0.0306734173864898
"ZungerRadiiofB","Hexagonal",-0.737496781686429,0.857417555525528,-0.0169155932759705
"ZungerRadiiofB","LiNb03",-0.524532516179772,0.598356572565969,0.033840248017432
"ZungerRadiiofB","Tilted",-1.14606018343966,1.07098298103317,-0.0475980721279512
"ZungerRadiiofBprime","Cubic",-1.45126289434059,0.676148133495016,-0.246295384326144
"ZungerRadiiofBprime","Hexagonal",-0.237567264334854,1.58290397218203,0.416455238046159
"ZungerRadiiofBprime","LiNb03",-1.03552796229056,0.325043292994341,-0.242119019848475
"ZungerRadiiofBprime","Tilted",-0.856904426808839,0.971823121499984,0.0719591661284602
