Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP
KCrF3,K,1,K,1,Cr,2,Cr,2,F,-1,F,-1,5,300,4,293.31,3.35,I4/mcm,140,22,0,0,0,0,0,9,9,24,24,19,19,18.9984032,18.9984032,51.9961,51.9961,39.0983,39.0983,4.1,4.1,1.56,1.56,0.91,0.91,1.841,1.841,0.926,0.926,1.145,1.145,1.52,1.52,0.87,1.19,1.19,0.87,6,1,1,6,17,17,1.33,1.33,0.73,0.73,1.38,1.38,17.42282,17.42282,6.7665,6.7665,4.34066,4.34066,93,93,49,49,3,3,3.98,3.98,1.66,1.66,0.82,0.82,2,2,4,4,4,4,1,1,6,6,1,1,0.25,0.25,1.07,1.07,1.54,1.54,759,759,2671,-188.11,-188.11,2671,83.3,83.3,4.9,4.9,0.89,0.89,7.15,7.15,59.6,59.6,404,404,63.38,63.38,1907,1907,0.757,0.757,0.45,0.45,1.024,1.024,0.937,0.937,1.841,0.926,1.145,1.019517551
KIO3,K,1,K,1,I,5,I,5,O,-2,O,-2,NaN,300,4,359.11,3.96,P1,1,-300,0,0,0,0,0,8,8,53,53,19,19,15.9994,15.9994,126.90447,126.90447,39.0983,39.0983,3.5,3.5,2.21,2.21,0.91,0.91,1.841,1.841,0.86,0.86,1.21,1.21,1.52,1.52,1.09,1.26,1.26,1.09,17,1,1,17,16,16,1.4,1.4,0.95,0.95,1.38,1.38,13.61806,13.61806,10.45126,10.45126,4.34066,4.34066,87,87,96,96,3,3,3.44,3.44,2.66,2.66,0.82,0.82,2,2,5,5,4,4,2,2,6,6,1,1,0.285,0.285,0.755,0.755,1.54,1.54,759,759,184.4,-182.962,-182.962,184.4,83.3,83.3,-300,-300,0.89,0.89,-300,-300,59.6,59.6,-300,-300,63.38,63.38,-300,-300,0.757,0.757,-300,-300,1.024,1.024,-300,-300,1.841,0.86,1.21,1.042213908
La2CoTiO6,La,3,La,3,Co,2,Ti,4,O,-2,O,-2,5,300,4,243.06,6.57,P121/n1,14,10,11,0,0,0,0,8,8,27,22,57,57,15.9994,15.9994,58.9332,47.867,138.9055,138.9055,3.5,3.5,1.7,1.32,1.08,1.08,1.475,1.475,0.755,0.888,1.21,1.21,1.172,1.172,0.745,1.26,1.26,0.79,9,3,3,4,16,16,1.4,1.4,0.65,0.61,1.03,1.03,13.61806,13.61806,7.881,6.8281,5.5769,5.5769,87,87,58,43,13,13,3.44,3.44,1.88,1.54,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.92,1.15,1.375,1.375,3464,3464,2927,-182.962,-182.962,3287,12.1,12.1,13,8.6,6.15,6.15,8.86,4.51,44.6,44.6,272.5,295.6,918,918,1495,1670,0.195,0.195,0.421,0.522,0.134,0.134,1,0.219,1.475,0.8215,1.21,0.934571355
La2FeMnO6,La,3,La,3,Fe,3,Mn,3,O,-2,O,-2,5,300,4,237.22,6.78,Pnma,62,10,11,0,0,0,0,8,8,26,25,57,57,15.9994,15.9994,55.845,54.938049,138.9055,138.9055,3.5,3.5,1.64,1.6,1.08,1.08,1.475,1.475,0.806,0.805,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.69,8,3,3,7,16,16,1.4,1.4,0.55,0.58,1.03,1.03,13.61806,13.61806,7.9024,7.43402,5.5769,5.5769,87,87,55,52,13,13,3.44,3.44,1.83,1.55,1.1,1.1,2,2,4,4,6,6,2,2,3,4,4,4,0.285,0.285,0.95,0.99,1.375,1.375,3464,3464,2861,-182.962,-182.962,2061,12.1,12.1,11.8,21.7,6.15,6.15,7.87,7.3,44.6,44.6,247.3,235,918,918,1538,1246,0.195,0.195,0.449,0.479,0.134,0.134,0.802,0.0782,1.475,0.8055,1.21,0.941990428
La2FeVO6,La,3,La,3,Fe,2,V,4,O,-2,O,-2,5,300,4,242.51,6.58,Pbnm,62,10,11,0,0,0,0,8,8,26,23,57,57,15.9994,15.9994,55.845,50.9415,138.9055,138.9055,3.5,3.5,1.64,1.45,1.08,1.08,1.475,1.475,0.724,0.93,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.75,8,3,3,5,16,16,1.4,1.4,0.61,0.58,1.03,1.03,13.61806,13.61806,7.9024,6.7462,5.5769,5.5769,87,87,55,46,13,13,3.44,3.44,1.83,1.63,1.1,1.1,2,2,4,4,6,6,2,2,3,5,4,4,0.285,0.285,0.95,1.09,1.375,1.375,3464,3464,2861,-182.962,-182.962,3407,12.1,12.1,11.8,8.4,6.15,6.15,7.87,6,44.6,44.6,247.3,422,918,918,1538,1910,0.195,0.195,0.449,0.489,0.134,0.134,0.802,0.307,1.475,0.827,1.21,0.932047966
La2GaMnO6,La,3,La,3,Ga,3,Mn,3,O,-2,O,-2,5,300,4,237.86,6.96,Pnma,62,10,11,0,0,0,0,8,8,31,25,57,57,15.9994,15.9994,69.723,54.938049,138.9055,138.9055,3.5,3.5,1.82,1.6,1.08,1.08,1.475,1.475,0.806,0.776,1.21,1.21,1.172,1.172,0.72,1.26,1.26,0.76,13,3,3,7,16,16,1.4,1.4,0.62,0.58,1.03,1.03,13.61806,13.61806,5.9993,7.43402,5.5769,5.5769,87,87,74,52,13,13,3.44,3.44,1.81,1.55,1.1,1.1,2,2,4,4,6,6,2,2,4,4,4,4,0.285,0.285,0.76,0.99,1.375,1.375,3464,3464,2204,-182.962,-182.962,2061,12.1,12.1,18,21.7,6.15,6.15,5.91,7.3,44.6,44.6,80,235,918,918,29.767,1246,0.195,0.195,0.374,0.479,0.134,0.134,0.406,0.0782,1.475,0.791,1.21,0.948816446
La2LiRuO6,La,3,La,3,Li,1,Ru,5,O,-2,O,-2,5,300,4,243.98,6.56,P121/n1,14,10,11,0,0,0,0,8,8,3,44,57,57,15.9994,15.9994,6.941,101.07,138.9055,138.9055,3.5,3.5,0.97,1.42,1.08,1.08,1.475,1.475,0.757,0.919,1.21,1.21,1.172,1.172,0.705,1.26,1.26,0.9,1,3,3,8,16,16,1.4,1.4,0.76,0.57,1.03,1.03,13.61806,13.61806,5.39172,7.3605,5.5769,5.5769,87,87,1,56,13,13,3.44,3.44,0.98,2.2,1.1,1.1,2,2,2,5,6,6,2,2,1,6,4,4,0.285,0.285,0.985,1.145,1.375,1.375,3464,3464,1342,-182.962,-182.962,4150,12.1,12.1,46,6.4,6.15,6.15,0.534,12.1,44.6,44.6,432,381.8,918,918,180.5,2333,0.195,0.195,3.57,0.238,0.134,0.134,0.847,1.17,1.475,0.838,1.21,0.927041849
La2MgMnO6,La,3,La,3,Mg,2,Mn,4,O,-2,O,-2,5,300,3,349.44,6.46,R-3H,-300,-300,0,0,0,0,0,8,8,12,25,57,57,15.9994,15.9994,24.305,54.938049,138.9055,138.9055,3.5,3.5,1.23,1.6,1.08,1.08,1.475,1.475,0.693,0.889,1.21,1.21,1.172,1.172,0.67,1.26,1.26,0.86,2,3,3,7,16,16,1.4,1.4,0.72,0.53,1.03,1.03,13.61806,13.61806,7.64624,7.43402,5.5769,5.5769,87,87,68,52,13,13,3.44,3.44,1.31,1.55,1.1,1.1,2,2,3,4,6,6,2,2,2,4,4,4,0.285,0.285,0.9,0.99,1.375,1.375,3464,3464,1090,-182.962,-182.962,2061,12.1,12.1,24.8,21.7,6.15,6.15,1.74,7.3,44.6,44.6,348.9,235,918,918,650,1246,0.195,0.195,1.024,0.479,0.134,0.134,1.56,0.0782,1.475,0.791,1.21,0.948816446
LaHoO3,La,3,La,3,Ho,3,Ho,3,O,-2,O,-2,5,300,4,304.78,7.67,Pnma,62,10,11,0,0,0,0,8,8,67,67,57,57,15.9994,15.9994,164.93032,164.93032,138.9055,138.9055,3.5,3.5,-300,-300,1.08,1.08,1.475,1.475,1.071,1.071,1.21,1.21,1.172,1.172,1.041,1.26,1.26,1.041,3,3,3,3,16,16,1.4,1.4,0.901,0.901,1.03,1.03,13.61806,13.61806,6.0215,6.0215,5.5769,5.5769,87,87,33,33,13,13,3.44,3.44,1.23,1.23,1.1,1.1,2,2,6,6,6,6,2,2,3,3,4,4,0.285,0.285,-300,-300,1.375,1.375,3464,3464,2700,-182.962,-182.962,2700,12.1,12.1,11.2,11.2,6.15,6.15,8.8,8.8,44.6,44.6,103,103,918,918,1474,1474,0.195,0.195,0.165,0.165,0.134,0.134,0.162,0.162,1.475,1.071,1.21,0.832346211
LaYbO3,La,3,La,3,Yb,3,Yb,3,O,-2,O,-2,5,300,4,295.94,8.08,Pnma,62,10,11,0,0,0,0,8,8,70,70,57,57,15.9994,15.9994,173.04,173.04,138.9055,138.9055,3.5,3.5,-300,-300,1.08,1.08,1.475,1.475,1.011,1.011,1.21,1.21,1.172,1.172,1.008,1.26,1.26,1.008,3,3,3,3,16,16,1.4,1.4,-300,-300,1.03,1.03,13.61806,13.61806,6.25416,6.25416,5.5769,5.5769,87,87,39,39,13,13,3.44,3.44,-300,-300,1.1,1.1,2,2,6,6,6,6,2,2,3,3,4,4,0.285,0.285,-300,-300,1.375,1.375,3464,3464,1196,-182.962,-182.962,1196,12.1,12.1,26.3,26.3,6.15,6.15,6.9,6.9,44.6,44.6,44.3,44.3,918,918,819,819,0.195,0.195,0.154,0.154,0.134,0.134,0.385,0.385,1.475,1.011,1.21,0.854831926
Li3AlF6,Li,1,Li,1,Li,1,Al,3,F,-1,F,-1,NaN,300,12,1178.45,2.74,C12/c1,15,13,0,0,0,0,0,9,9,3,13,3,3,18.9984032,18.9984032,6.941,26.981538,6.941,6.941,4.1,4.1,0.97,1.47,0.97,0.97,1.175,1.175,0.666,0.919,1.145,1.145,0.9,0.9,0.675,1.19,1.19,0.9,1,1,1,13,17,17,1.33,1.33,0.76,0.54,0.76,0.76,17.42282,17.42282,5.39172,5.98577,5.39172,5.39172,93,93,1,73,1,1,3.98,3.98,0.98,1.61,0.98,0.98,2,2,2,3,2,2,1,1,1,3,1,1,0.25,0.25,0.985,0.77,0.985,0.985,1342,1342,1342,-188.11,-188.11,2519,46,46,46,23.1,0.534,0.534,0.534,2.7,432,432,432,399.9,180.5,180.5,180.5,660.32,3.57,3.57,3.57,0.904,0.847,0.847,0.847,2.37,1.175,0.7925,1.145,0.846703346
Mn2FeReO6,Mn,2,Mn,2,Fe,3,Re,5,O,-2,O,-2,5,300,2,211.01,7.05,P121/n1,14,10,11,0,0,0,0,8,8,26,75,25,25,15.9994,15.9994,55.845,186.207,54.938049,54.938049,3.5,3.5,1.64,1.46,1.6,1.6,1.243,1.243,0.717,0.805,1.21,1.21,0.81,0.81,0.72,1.26,1.26,0.69,8,7,7,7,16,16,1.4,1.4,0.55,0.58,0.83,0.83,13.61806,13.61806,7.9024,7.8335,7.43402,7.43402,87,87,55,54,52,52,3.44,3.44,1.83,1.9,1.55,1.55,2,2,4,6,4,4,2,2,3,6,4,4,0.285,0.285,0.95,1.19,0.99,0.99,2061,2061,2861,-182.962,-182.962,5596,21.7,21.7,11.8,6.2,7.3,7.3,7.87,20.8,235,235,247.3,324.5,1246,1246,1538,3186,0.479,0.479,0.449,0.137,0.0782,0.0782,0.802,0.479,1.243,0.761,1.21,0.880026857
Mn2FeSbO6,Mn,2,Mn,2,Fe,3,Sb,5,O,-2,O,-2,5,300,2,215.55,5.91,P121/n1,14,10,11,0,0,0,0,8,8,26,51,25,25,15.9994,15.9994,55.845,121.76,54.938049,54.938049,3.5,3.5,1.64,1.82,1.6,1.6,1.243,1.243,0.799,0.805,1.21,1.21,0.81,0.81,0.74,1.26,1.26,0.69,8,7,7,15,16,16,1.4,1.4,0.55,0.6,0.83,0.83,13.61806,13.61806,7.9024,8.6084,7.43402,7.43402,87,87,55,85,52,52,3.44,3.44,1.83,2.05,1.55,1.55,2,2,4,5,4,4,2,2,3,6,4,4,0.285,0.285,0.95,0.83,0.99,0.99,2061,2061,2861,-182.962,-182.962,1587,21.7,21.7,11.8,11,7.3,7.3,7.87,6.68,235,235,247.3,162.5,1246,1246,1538,630.63,0.479,0.479,0.449,0.207,0.0782,0.0782,0.802,0.243,1.243,0.802,1.21,0.862093904
MnVO3,Mn,2,Mn,2,V,4,V,4,O,-2,O,-2,5,300,4,200.03,5.11,Pnma,62,10,11,0,0,0,0,8,8,23,23,25,25,15.9994,15.9994,50.9415,50.9415,54.938049,54.938049,3.5,3.5,1.45,1.45,1.6,1.6,1.243,1.243,0.724,0.724,1.21,1.21,0.81,0.81,0.72,1.26,1.26,0.72,5,7,7,5,16,16,1.4,1.4,0.58,0.58,0.83,0.83,13.61806,13.61806,6.7462,6.7462,7.43402,7.43402,87,87,46,46,52,52,3.44,3.44,1.63,1.63,1.55,1.55,2,2,4,4,4,4,2,2,5,5,4,4,0.285,0.285,1.09,1.09,0.99,0.99,2061,2061,3407,-182.962,-182.962,3407,21.7,21.7,8.4,8.4,7.3,7.3,6,6,235,235,422,422,1246,1246,1910,1910,0.479,0.479,0.489,0.489,0.0782,0.0782,0.307,0.307,1.243,0.724,1.21,0.896862944
Nd2GaMnO6,Nd,3,Nd,3,Ga,3,Mn,3,O,-2,O,-2,5,300,4,234.13,7.22,Pnma,62,10,11,0,0,0,0,8,8,31,25,60,60,15.9994,15.9994,69.723,54.938049,144.24,144.24,3.5,3.5,1.82,1.6,-300,-300,1.408,1.408,0.806,0.776,1.21,1.21,1.123,1.123,0.72,1.26,1.26,0.76,13,3,3,7,16,16,1.4,1.4,0.62,0.58,0.98,0.98,13.61806,13.61806,5.9993,7.43402,5.525,5.525,87,87,74,52,19,19,3.44,3.44,1.81,1.55,1.14,1.14,2,2,4,4,6,6,2,2,4,4,3,3,0.285,0.285,0.76,0.99,-300,-300,3074,3074,2204,-182.962,-182.962,2061,9.6,9.6,18,21.7,7.01,7.01,5.91,7.3,49.5,49.5,80,235,1021,1021,29.767,1246,0.191,0.191,0.374,0.479,0.165,0.165,0.406,0.0782,1.408,0.791,1.21,0.925140206
Pb2ScNbO6,Pb,2,Pb,2,Sc,3,Nb,5,O,-2,O,-2,5,300,3,204.17,7.93,R3mH,-300,-300,0,0,0,0,0,8,8,21,41,82,82,15.9994,15.9994,44.95591,92.90638,207.2,207.2,3.5,3.5,1.2,1.23,1.55,1.55,1.565,1.565,0.768,0.895,1.21,1.21,1.33,1.33,0.78,1.26,1.26,0.885,3,14,14,5,16,16,1.4,1.4,0.75,0.64,1.19,1.19,13.61806,13.61806,6.5615,6.75885,7.41666,7.41666,87,87,11,47,81,81,3.44,3.44,1.36,1.6,1.8,1.8,2,2,4,5,6,6,2,2,3,6,5,5,0.285,0.285,1.22,1.23,0.96,0.96,1749,1749,2836,-182.962,-182.962,4744,28.9,28.9,10.2,7.3,11.3,11.3,2.99,8.57,23.1,23.1,314,323,327.46,327.46,1541,2477,0.127,0.127,0.567,0.265,0.353,0.353,0.158,0.537,1.565,0.8315,1.21,0.961166455
PrCoO3,Pr,3,Pr,3,Co,3,Co,3,O,-2,O,-2,5,300,4,217.29,7.58,Pbnm,62,10,11,0,0,0,0,8,8,27,27,59,59,15.9994,15.9994,58.9332,58.9332,140.90765,140.90765,3.5,3.5,1.7,1.7,-300,-300,1.441,1.441,0.683,0.683,1.21,1.21,1.13,1.13,0.75,1.26,1.26,0.75,9,3,3,9,16,16,1.4,1.4,0.55,0.55,0.99,0.99,13.61806,13.61806,7.881,7.881,5.473,5.473,87,87,58,58,17,17,3.44,3.44,1.88,1.88,1.13,1.13,2,2,4,4,6,6,2,2,4,4,3,3,0.285,0.285,0.92,0.92,-300,-300,3520,3520,2927,-182.962,-182.962,2927,6.7,6.7,13,13,6.77,6.77,8.86,8.86,48.9,48.9,272.5,272.5,931,931,1495,1495,0.193,0.193,0.421,0.421,0.125,0.125,1,1,1.441,0.683,1.21,0.990248324
Rb2KMoO3F3,Rb,1,Rb,1,K,1,Mo,6,O,-2,F,-1,4,300,4,715.72,3.81,Fm-3m,225,23,0,0,0,0,0,8,9,19,42,37,37,15.9994,18.9984032,39.0983,95.94,85.4678,85.4678,3.5,4.1,0.91,1.3,0.89,0.89,1.972,1.972,0.7,1.585,1.21,1.145,1.66,1.66,0.73,1.26,1.19,1.52,1,1,1,6,16,17,1.4,1.33,1.38,0.59,1.52,1.52,13.61806,17.42282,4.34066,7.09243,4.17713,4.17713,87,93,3,50,4,4,3.44,3.98,0.82,2.16,0.82,0.82,2,2,4,5,5,5,2,1,1,6,2,2,0.285,0.25,1.54,1.22,1.67,1.67,688,688,759,-182.962,-188.11,4639,-300,-300,83.3,4.8,1.53,1.53,0.89,10.2,25.6,25.6,59.6,390.7,39.3,39.3,63.38,2622,0.364,0.364,0.757,0.251,0.582,0.582,1.024,1.38,1.972,1.1425,1.1775,0.959927934
Rb2KScF6,Rb,1,Rb,1,K,1,Sc,3,F,-1,F,-1,3,300,4,733.63,3.34,Fm-3m,225,23,0,0,0,0,0,9,9,19,21,37,37,18.9984032,18.9984032,39.0983,44.95591,85.4678,85.4678,4.1,4.1,0.91,1.2,0.89,0.89,1.972,1.972,0.895,1.585,1.145,1.145,1.66,1.66,0.885,1.19,1.19,1.52,1,1,1,3,17,17,1.33,1.33,1.38,0.75,1.52,1.52,17.42282,17.42282,4.34066,6.5615,4.17713,4.17713,93,93,3,11,4,4,3.98,3.98,0.82,1.36,0.82,0.82,2,2,4,4,5,5,1,1,1,3,2,2,0.25,0.25,1.54,1.22,1.67,1.67,688,688,759,-188.11,-188.11,2836,-300,-300,83.3,10.2,1.53,1.53,0.89,2.99,25.6,25.6,59.6,314,39.3,39.3,63.38,1541,0.364,0.364,0.757,0.567,0.582,0.582,1.024,0.158,1.972,1.24,1.145,0.924130749
SmMnO3,Sm,3,Sm,3,Mn,3,Mn,3,O,-2,O,-2,5,300,4,232.75,7.23,Pbnm,62,10,11,0,0,0,0,8,8,25,25,62,62,15.9994,15.9994,54.938049,54.938049,150.36,150.36,3.5,3.5,1.6,1.6,-300,-300,1.391,1.391,0.806,0.806,1.21,1.21,1.098,1.098,0.72,1.26,1.26,0.72,7,3,3,7,16,16,1.4,1.4,0.58,0.58,0.96,0.96,13.61806,13.61806,7.43402,7.43402,5.6436,5.6436,87,87,52,52,23,23,3.44,3.44,1.55,1.55,1.17,1.17,2,2,4,4,6,6,2,2,4,4,3,3,0.285,0.285,0.99,0.99,-300,-300,1794,1794,2061,-182.962,-182.962,2061,12.7,12.7,21.7,21.7,7.52,7.52,7.3,7.3,57.3,57.3,235,235,1074,1074,1246,1246,0.196,0.196,0.479,0.479,0.133,0.133,0.0782,0.0782,1.391,0.806,1.21,0.912294017
Sr2CdWO6,Sr,2,Sr,2,Cd,2,W,6,O,-2,O,-2,5,300,2,272.4,6.92,P121/n1,14,10,11,0,0,0,0,8,8,48,74,38,38,15.9994,15.9994,112.411,183.84,87.62,87.62,3.5,3.5,1.46,1.4,0.99,0.99,1.571,1.571,0.71,1.1,1.21,1.21,1.32,1.32,0.74,1.26,1.26,1.09,12,2,2,6,16,16,1.4,1.4,0.95,0.6,1.18,1.18,13.61806,13.61806,8.9938,7.864,5.6949,5.6949,87,87,70,51,8,8,3.44,3.44,1.69,1.7,0.95,0.95,2,2,5,6,5,5,2,2,3,7,3,3,0.285,0.285,0.985,1.22,1.42,1.42,1382,1382,767,-182.962,-182.962,5555,22.5,22.5,30.8,4.5,2.64,2.64,8.69,19.3,84.8,84.8,55.2,284.5,777,777,321.07,3414,0.306,0.306,0.231,0.132,0.353,0.353,0.968,1.74,1.571,0.905,1.21,0.929770193
Sr2CoFeO6,Sr,2,Sr,2,Co,4,Fe,4,O,-2,O,-2,5,300,2,230.11,5.57,I4/m,87,22,0,0,0,0,0,8,8,27,26,38,38,15.9994,15.9994,58.9332,55.845,87.62,87.62,3.5,3.5,1.7,1.64,0.99,0.99,1.571,1.571,-300,0.66,1.21,1.21,1.32,1.32,0.725,1.26,1.26,0.67,9,2,2,8,16,16,1.4,1.4,-300,-300,1.18,1.18,13.61806,13.61806,7.881,7.9024,5.6949,5.6949,87,87,58,55,8,8,3.44,3.44,1.88,1.83,0.95,0.95,2,2,4,4,5,5,2,2,4,3,3,3,0.285,0.285,0.92,0.95,1.42,1.42,1382,1382,2927,-182.962,-182.962,2861,22.5,22.5,13,11.8,2.64,2.64,8.86,7.87,84.8,84.8,272.5,247.3,777,777,1495,1538,0.306,0.306,0.421,0.449,0.353,0.353,1,0.802,1.571,-149.67,1.21,-300
Sr2CoIrO6,Sr,2,Sr,2,Co,3,Ir,5,O,-2,O,-2,5,300,4,238.55,7.29,I12/m1,12,-300,0,0,0,0,0,8,8,27,77,38,38,15.9994,15.9994,58.9332,192.217,87.62,87.62,3.5,3.5,1.7,1.55,0.99,0.99,1.571,1.571,0.773,0.683,1.21,1.21,1.32,1.32,0.71,1.26,1.26,0.75,9,2,2,9,16,16,1.4,1.4,0.55,0.57,1.18,1.18,13.61806,13.61806,7.881,8.967,5.6949,5.6949,87,87,58,60,8,8,3.44,3.44,1.88,2.2,0.95,0.95,2,2,4,6,5,5,2,2,4,6,3,3,0.285,0.285,0.92,1.16,1.42,1.42,1382,1382,2927,-182.962,-182.962,4428,22.5,22.5,13,6.4,2.64,2.64,8.86,22.5,84.8,84.8,272.5,213.9,777,777,1495,2446,0.306,0.306,0.421,0.131,0.353,0.353,1,1.47,1.571,0.728,1.21,1.014687285
Sr2CrMoO6,Sr,2,Sr,2,Cr,3,Mo,5,O,-2,O,-2,3,300,4,479.64,5.8,Fm-3m,225,23,0,0,0,0,0,8,8,24,42,38,38,15.9994,15.9994,51.9961,95.94,87.62,87.62,3.5,3.5,1.56,1.3,0.99,0.99,1.571,1.571,0.707,0.77,1.21,1.21,1.32,1.32,0.75,1.26,1.26,0.755,6,2,2,6,16,16,1.4,1.4,0.62,0.61,1.18,1.18,13.61806,13.61806,6.7665,7.09243,5.6949,5.6949,87,87,49,50,8,8,3.44,3.44,1.66,2.16,0.95,0.95,2,2,4,5,5,5,2,2,6,6,3,3,0.285,0.285,1.07,1.22,1.42,1.42,1382,1382,2671,-182.962,-182.962,4639,22.5,22.5,4.9,4.8,2.64,2.64,7.15,10.2,84.8,84.8,404,390.7,777,777,1907,2622,0.306,0.306,0.45,0.251,0.353,0.353,0.937,1.38,1.571,0.7385,1.21,1.009219378
Sr2CuWO6,Sr,2,Sr,2,Cu,2,W,6,O,-2,O,-2,5,300,2,248.06,6.94,I4/m,87,22,0,0,0,0,0,8,8,29,74,38,38,15.9994,15.9994,63.546,183.84,87.62,87.62,3.5,3.5,1.75,1.4,0.99,0.99,1.571,1.571,0.71,0.875,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.87,11,2,2,6,16,16,1.4,1.4,0.73,0.6,1.18,1.18,13.61806,13.61806,7.72638,7.864,5.6949,5.6949,87,87,64,51,8,8,3.44,3.44,1.9,1.7,0.95,0.95,2,2,4,6,5,5,2,2,2,7,3,3,0.285,0.285,0.88,1.22,1.42,1.42,1382,1382,2562,-182.962,-182.962,5555,22.5,22.5,16.5,4.5,2.64,2.64,8.96,19.3,84.8,84.8,203.5,284.5,777,777,1084.62,3414,0.306,0.306,0.384,0.132,0.353,0.353,4.01,1.74,1.571,0.7925,1.21,0.982004474
Sr2FeMoO6,Sr,2,Sr,2,Fe,2,Mo,6,O,-2,O,-2,5,300,2,245.33,5.73,I4/m,87,22,0,0,0,0,0,8,8,26,42,38,38,15.9994,15.9994,55.845,95.94,87.62,87.62,3.5,3.5,1.64,1.3,0.99,0.99,1.571,1.571,0.7,0.93,1.21,1.21,1.32,1.32,0.73,1.26,1.26,0.75,8,2,2,6,16,16,1.4,1.4,0.61,0.59,1.18,1.18,13.61806,13.61806,7.9024,7.09243,5.6949,5.6949,87,87,55,50,8,8,3.44,3.44,1.83,2.16,0.95,0.95,2,2,4,5,5,5,2,2,3,6,3,3,0.285,0.285,0.95,1.22,1.42,1.42,1382,1382,2861,-182.962,-182.962,4639,22.5,22.5,11.8,4.8,2.64,2.64,7.87,10.2,84.8,84.8,247.3,390.7,777,777,1538,2622,0.306,0.306,0.449,0.251,0.353,0.353,0.802,1.38,1.571,0.815,1.21,0.971093313
Sr2FeSbO6,Sr,2,Sr,2,Fe,3,Sb,5,O,-2,O,-2,5,300,2,248.26,6,I12/m1,12,-300,0,0,0,0,0,8,8,26,51,38,38,15.9994,15.9994,55.845,121.76,87.62,87.62,3.5,3.5,1.64,1.82,0.99,0.99,1.571,1.571,0.799,0.805,1.21,1.21,1.32,1.32,0.74,1.26,1.26,0.69,8,2,2,15,16,16,1.4,1.4,0.55,0.6,1.18,1.18,13.61806,13.61806,7.9024,8.6084,5.6949,5.6949,87,87,55,85,8,8,3.44,3.44,1.83,2.05,0.95,0.95,2,2,4,5,5,5,2,2,3,6,3,3,0.285,0.285,0.95,0.83,1.42,1.42,1382,1382,2861,-182.962,-182.962,1587,22.5,22.5,11.8,11,2.64,2.64,7.87,6.68,84.8,84.8,247.3,162.5,777,777,1538,630.63,0.306,0.306,0.449,0.207,0.353,0.353,0.802,0.243,1.571,0.802,1.21,0.977367773
