Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP,Vc
RbCrCl3,Rb,1,Rb,1,Cr,2,Cr,2,Cl,-1,Cl,-1,NaN,105,8,1046.08,3.1,C121,5,-300,0,0,0,0,0,17,17,24,24,37,37,35.453,35.453,51.9961,51.9961,85.4678,85.4678,2.83,2.83,1.56,1.56,0.89,0.89,1.972,1.972,0.926,0.926,1.67,1.67,0.984,1.66,1.66,0.87,1.67,1.67,0.87,6,1,1,6,17,17,1.81,1.81,0.73,0.73,1.52,1.52,12.96764,12.96764,6.7665,6.7665,4.17713,4.17713,94,94,49,49,4,4,3.16,3.16,1.66,1.66,0.82,0.82,3,3,4,4,5,5,5,5,6,6,2,2,0.5,0.5,1.07,1.07,1.67,1.67,688,688,2671,-34.04,-34.04,2671,-300,-300,4.9,4.9,1.53,1.53,7.15,7.15,25.6,25.6,404,404,39.3,39.3,1907,1907,0.364,0.364,0.45,0.45,0.582,0.582,0.937,0.937,1.972,0.926,1.67,0.992019606,17.53230724
RbCrCl3,Rb,1,Rb,1,Cr,2,Cr,2,Cl,-1,Cl,-1,6,293,4,536.94,3.02,C12/m1,12,-300,0,0,0,0,0,17,17,24,24,37,37,35.453,35.453,51.9961,51.9961,85.4678,85.4678,2.83,2.83,1.56,1.56,0.89,0.89,1.972,1.972,0.926,0.926,1.67,1.67,0.984,1.66,1.66,0.87,1.67,1.67,0.87,6,1,1,6,17,17,1.81,1.81,0.73,0.73,1.52,1.52,12.96764,12.96764,6.7665,6.7665,4.17713,4.17713,94,94,49,49,4,4,3.16,3.16,1.66,1.66,0.82,0.82,3,3,4,4,5,5,5,5,6,6,2,2,0.5,0.5,1.07,1.07,1.67,1.67,688,688,2671,-34.04,-34.04,2671,-300,-300,4.9,4.9,1.53,1.53,7.15,7.15,25.6,25.6,404,404,39.3,39.3,1907,1907,0.364,0.364,0.45,0.45,0.582,0.582,0.937,0.937,1.972,0.926,1.67,0.992019606,17.53230724
RbCrF3,Rb,1,Rb,1,Cr,2,Cr,2,F,-1,F,-1,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,9,9,24,24,37,37,18.9984032,18.9984032,51.9961,51.9961,85.4678,85.4678,4.1,4.1,1.56,1.56,0.89,0.89,1.972,1.972,0.926,0.926,1.145,1.145,0.984,1.66,1.66,0.87,1.19,1.19,0.87,6,1,1,6,17,17,1.33,1.33,0.73,0.73,1.52,1.52,17.42282,17.42282,6.7665,6.7665,4.17713,4.17713,93,93,49,49,4,4,3.98,3.98,1.66,1.66,0.82,0.82,2,2,4,4,5,5,1,1,6,6,2,2,0.25,0.25,1.07,1.07,1.67,1.67,688,688,2671,-188.11,-188.11,2671,-300,-300,4.9,4.9,1.53,1.53,7.15,7.15,25.6,25.6,404,404,39.3,39.3,1907,1907,0.364,0.364,0.45,0.45,0.582,0.582,0.937,0.937,1.972,0.926,1.145,1.064245213,17.53230724
RbCuCl3,Rb,1,Rb,1,Cu,2,Cu,2,Cl,-1,Cl,-1,6,100,8,986.13,3.44,C2221,20,-300,0,0,0,0,0,17,17,29,29,37,37,35.453,35.453,63.546,63.546,85.4678,85.4678,2.83,2.83,1.75,1.75,0.89,0.89,1.972,1.972,0.875,0.875,1.67,1.67,0.933,1.66,1.66,0.87,1.67,1.67,0.87,11,1,1,11,17,17,1.81,1.81,0.73,0.73,1.52,1.52,12.96764,12.96764,7.72638,7.72638,4.17713,4.17713,94,94,64,64,4,4,3.16,3.16,1.9,1.9,0.82,0.82,3,3,4,4,5,5,5,5,2,2,2,2,0.5,0.5,0.88,0.88,1.67,1.67,688,688,2562,-34.04,-34.04,2562,-300,-300,16.5,16.5,1.53,1.53,8.96,8.96,25.6,25.6,203.5,203.5,39.3,39.3,1084.62,1084.62,0.364,0.364,0.384,0.384,0.582,0.582,4.01,4.01,1.972,0.875,1.67,1.011898977,17.95488242
RbCuCl3,Rb,1,Rb,1,Cu,2,Cu,2,Cl,-1,Cl,-1,6,293,4,515.05,3.29,Pbcn,60,-300,0,0,0,0,0,17,17,29,29,37,37,35.453,35.453,63.546,63.546,85.4678,85.4678,2.83,2.83,1.75,1.75,0.89,0.89,1.972,1.972,0.875,0.875,1.67,1.67,0.933,1.66,1.66,0.87,1.67,1.67,0.87,11,1,1,11,17,17,1.81,1.81,0.73,0.73,1.52,1.52,12.96764,12.96764,7.72638,7.72638,4.17713,4.17713,94,94,64,64,4,4,3.16,3.16,1.9,1.9,0.82,0.82,3,3,4,4,5,5,5,5,2,2,2,2,0.5,0.5,0.88,0.88,1.67,1.67,688,688,2562,-34.04,-34.04,2562,-300,-300,16.5,16.5,1.53,1.53,8.96,8.96,25.6,25.6,203.5,203.5,39.3,39.3,1084.62,1084.62,0.364,0.364,0.384,0.384,0.582,0.582,4.01,4.01,1.972,0.875,1.67,1.011898977,17.95488242
RbCuF3,Rb,1,Rb,1,Cu,2,Cu,2,F,-1,F,-1,5,293,4,287.02,4.77,I4/mcm,140,22,0,0,0,0,0,9,9,29,29,37,37,18.9984032,18.9984032,63.546,63.546,85.4678,85.4678,4.1,4.1,1.75,1.75,0.89,0.89,1.972,1.972,0.875,0.875,1.145,1.145,0.933,1.66,1.66,0.87,1.19,1.19,0.87,11,1,1,11,17,17,1.33,1.33,0.73,0.73,1.52,1.52,17.42282,17.42282,7.72638,7.72638,4.17713,4.17713,93,93,64,64,4,4,3.98,3.98,1.9,1.9,0.82,0.82,2,2,4,4,5,5,1,1,2,2,2,2,0.25,0.25,0.88,0.88,1.67,1.67,688,688,2562,-188.11,-188.11,2562,-300,-300,16.5,16.5,1.53,1.53,8.96,8.96,25.6,25.6,203.5,203.5,39.3,39.3,1084.62,1084.62,0.364,0.364,0.384,0.384,0.582,0.582,4.01,4.01,1.972,0.875,1.145,1.091114771,17.95488242
RbEuCl3,Rb,1,Rb,1,Eu,2,Eu,2,Cl,-1,Cl,-1,16,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,17,17,63,63,37,37,35.453,35.453,151.964,151.964,85.4678,85.4678,2.83,2.83,-300,-300,0.89,0.89,1.972,1.972,1.326,1.326,1.67,1.67,1.384,1.66,1.66,1.31,1.67,1.67,1.31,3,1,1,3,17,17,1.81,1.81,1.17,1.17,1.52,1.52,12.96764,12.96764,5.6704,5.6704,4.17713,4.17713,94,94,25,25,4,4,3.16,3.16,-300,-300,0.82,0.82,3,3,6,6,5,5,5,5,3,3,2,2,0.5,0.5,-300,-300,1.67,1.67,688,688,1529,-34.04,-34.04,1529,-300,-300,35,35,1.53,1.53,5.24,5.24,25.6,25.6,60.6,60.6,39.3,39.3,822,822,0.364,0.364,0.182,0.182,0.582,0.582,0.139,0.139,1.972,1.326,1.67,0.859573731,14.80030047
RbFeCl3,Rb,1,Rb,1,Fe,2,Fe,2,Cl,-1,Cl,-1,16,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,17,17,26,26,37,37,35.453,35.453,55.845,55.845,85.4678,85.4678,2.83,2.83,1.64,1.64,0.89,0.89,1.972,1.972,0.93,0.93,1.67,1.67,0.988,1.66,1.66,0.75,1.67,1.67,0.75,8,1,1,8,17,17,1.81,1.81,0.61,0.61,1.52,1.52,12.96764,12.96764,7.9024,7.9024,4.17713,4.17713,94,94,55,55,4,4,3.16,3.16,1.83,1.83,0.82,0.82,3,3,4,4,5,5,5,5,3,3,2,2,0.5,0.5,0.95,0.95,1.67,1.67,688,688,2861,-34.04,-34.04,2861,-300,-300,11.8,11.8,1.53,1.53,7.87,7.87,25.6,25.6,247.3,247.3,39.3,39.3,1538,1538,0.364,0.364,0.449,0.449,0.582,0.582,0.802,0.802,1.972,0.93,1.67,0.990493422,17.50000375
RbFeF3,Rb,1,Rb,1,Fe,2,Fe,2,F,-1,F,-1,3,293,1,72.51,4.54,Pm-3m,221,23,0,0,0,0,0,9,9,26,26,37,37,18.9984032,18.9984032,55.845,55.845,85.4678,85.4678,4.1,4.1,1.64,1.64,0.89,0.89,1.972,1.972,0.93,0.93,1.145,1.145,0.988,1.66,1.66,0.75,1.19,1.19,0.75,8,1,1,8,17,17,1.33,1.33,0.61,0.61,1.52,1.52,17.42282,17.42282,7.9024,7.9024,4.17713,4.17713,93,93,55,55,4,4,3.98,3.98,1.83,1.83,0.82,0.82,2,2,4,4,5,5,1,1,3,3,2,2,0.25,0.25,0.95,0.95,1.67,1.67,688,688,2861,-188.11,-188.11,2861,-300,-300,11.8,11.8,1.53,1.53,7.87,7.87,25.6,25.6,247.3,247.3,39.3,39.3,1538,1538,0.364,0.364,0.449,0.449,0.582,0.582,0.802,0.802,1.972,0.93,1.145,1.062193656,17.50000375
RbGeBr3,Rb,1,Rb,1,Ge,2,Ge,2,Br,-1,Br,-1,NaN,293,4,695.97,3.8,Pn21a,33,-300,0,0,0,0,0,35,35,32,32,37,37,79.904,79.904,72.64,72.64,85.4678,85.4678,2.74,2.74,-300,-300,0.89,0.89,1.972,1.972,-300,-300,1.82,1.82,0,1.66,1.66,0.87,1.82,1.82,0.87,14,1,1,14,17,17,1.96,1.96,0.73,0.73,1.52,1.52,11.81381,11.81381,7.8994,7.8994,4.17713,4.17713,95,95,79,79,4,4,2.96,2.96,2.01,2.01,0.82,0.82,4,4,4,4,5,5,2,2,5,5,2,2,0.58,0.58,0.72,0.72,1.67,1.67,688,688,-300,58.8,58.8,-300,-300,-300,-300,-300,1.53,1.53,-300,-300,25.6,25.6,-300,-300,39.3,39.3,-300,-300,0.364,0.364,-300,-300,0.582,0.582,-300,-300,1.972,-300,1.82,-300,-0.273897661
RbGeI3,Rb,1,Rb,1,Ge,2,Ge,2,I,-1,I,-1,NaN,293,4,776.75,4.61,P212121,19,-300,0,0,0,0,0,53,53,32,32,37,37,126.90447,126.90447,72.64,72.64,85.4678,85.4678,2.21,2.21,-300,-300,0.89,0.89,1.972,1.972,-300,-300,2.06,2.06,0,1.66,1.66,0.87,2.06,2.06,0.87,14,1,1,14,17,17,2.2,2.2,0.73,0.73,1.52,1.52,10.45126,10.45126,7.8994,7.8994,4.17713,4.17713,96,96,79,79,4,4,2.66,2.66,2.01,2.01,0.82,0.82,5,5,4,4,5,5,6,6,5,5,2,2,0.755,0.755,0.72,0.72,1.67,1.67,688,688,-300,184.4,184.4,-300,-300,-300,-300,-300,1.53,1.53,-300,-300,25.6,25.6,-300,-300,39.3,39.3,-300,-300,0.364,0.364,-300,-300,0.582,0.582,-300,-300,1.972,-300,2.06,-300,-0.273897661
RbGeI3,Rb,1,Rb,1,Ge,2,Ge,2,I,-1,I,-1,NaN,533,1,215.35,4.15,Pm-3m,221,23,0,0,0,0,0,53,53,32,32,37,37,126.90447,126.90447,72.64,72.64,85.4678,85.4678,2.21,2.21,-300,-300,0.89,0.89,1.972,1.972,-300,-300,2.06,2.06,0,1.66,1.66,0.87,2.06,2.06,0.87,14,1,1,14,17,17,2.2,2.2,0.73,0.73,1.52,1.52,10.45126,10.45126,7.8994,7.8994,4.17713,4.17713,96,96,79,79,4,4,2.66,2.66,2.01,2.01,0.82,0.82,5,5,4,4,5,5,6,6,5,5,2,2,0.755,0.755,0.72,0.72,1.67,1.67,688,688,-300,184.4,184.4,-300,-300,-300,-300,-300,1.53,1.53,-300,-300,25.6,25.6,-300,-300,39.3,39.3,-300,-300,0.364,0.364,-300,-300,0.582,0.582,-300,-300,1.972,-300,2.06,-300,-0.273897661
RbHgF3,Rb,1,Rb,1,Hg,2,Hg,2,F,-1,F,-1,3,293,1,89.31,6.38,Pm-3m,221,23,0,0,0,0,0,9,9,80,80,37,37,18.9984032,18.9984032,200.59,200.59,85.4678,85.4678,4.1,4.1,1.44,1.44,0.89,0.89,1.972,1.972,1.168,1.168,1.145,1.145,1.226,1.66,1.66,1.16,1.19,1.19,1.16,12,1,1,12,17,17,1.33,1.33,1.02,1.02,1.52,1.52,17.42282,17.42282,10.4375,10.4375,4.17713,4.17713,93,93,71,71,4,4,3.98,3.98,1.9,1.9,0.82,0.82,2,2,6,6,5,5,1,1,3,3,2,2,0.25,0.25,1.07,1.07,1.67,1.67,688,688,356.62,-188.11,-188.11,356.62,-300,-300,60.4,60.4,1.53,1.53,13.5336,13.5336,25.6,25.6,11.4,11.4,39.3,39.3,-38.83,-38.83,0.364,0.364,0.139,0.139,0.582,0.582,0.0834,0.0834,1.972,1.168,1.145,0.952897465,15.77103384
RbIO3,Rb,1,Rb,1,I,5,I,5,O,-2,O,-2,NaN,296,3,279.73,4.84,R3mH,-300,-300,0,0,0,0,0,8,8,53,53,37,37,15.9994,15.9994,126.90447,126.90447,85.4678,85.4678,3.5,3.5,2.21,2.21,0.89,0.89,1.972,1.972,0.86,0.86,1.21,1.21,0.917,1.66,1.66,1.09,1.26,1.26,1.09,17,1,1,17,16,16,1.4,1.4,0.95,0.95,1.52,1.52,13.61806,13.61806,10.45126,10.45126,4.17713,4.17713,87,87,96,96,4,4,3.44,3.44,2.66,2.66,0.82,0.82,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,0.755,0.755,1.67,1.67,688,688,184.4,-182.962,-182.962,184.4,-300,-300,-300,-300,1.53,1.53,-300,-300,25.6,25.6,-300,-300,39.3,39.3,-300,-300,0.364,0.364,-300,-300,0.582,0.582,-300,-300,1.972,0.86,1.21,1.086963178,113.0479226
RbKLiAlF6,Rb,1,K,1,Li,1,Al,3,F,-1,F,-1,6,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,9,9,3,13,37,19,18.9984032,18.9984032,6.941,26.981538,85.4678,39.0983,4.1,4.1,0.97,1.47,0.89,0.91,1.972,1.841,0.666,0.919,1.145,1.145,0.976,1.66,1.52,0.675,1.19,1.19,0.9,1,1,1,13,17,17,1.33,1.33,0.76,0.54,1.52,1.38,17.42282,17.42282,5.39172,5.98577,4.17713,4.34066,93,93,1,73,4,3,3.98,3.98,0.98,1.61,0.82,0.82,2,2,2,3,5,4,1,1,1,3,2,1,0.25,0.25,0.985,0.77,1.67,1.54,688,759,1342,-188.11,-188.11,2519,-300,83.3,46,23.1,1.53,0.89,0.534,2.7,25.6,59.6,432,399.9,39.3,63.38,180.5,660.32,0.364,0.757,3.57,0.904,0.582,1.024,0.847,2.37,1.9065,0.7925,1.145,1.11367037,13.95780072
RbMgCl3,Rb,1,Rb,1,Mg,2,Mg,2,Cl,-1,Cl,-1,16,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,17,17,12,12,37,37,35.453,35.453,24.305,24.305,85.4678,85.4678,2.83,2.83,1.23,1.23,0.89,0.89,1.972,1.972,0.889,0.889,1.67,1.67,0.947,1.66,1.66,0.86,1.67,1.67,0.86,2,1,1,2,17,17,1.81,1.81,0.72,0.72,1.52,1.52,12.96764,12.96764,7.64624,7.64624,4.17713,4.17713,94,94,68,68,4,4,3.16,3.16,1.31,1.31,0.82,0.82,3,3,3,3,5,5,5,5,2,2,2,2,0.5,0.5,0.9,0.9,1.67,1.67,688,688,1090,-34.04,-34.04,1090,-300,-300,24.8,24.8,1.53,1.53,1.74,1.74,25.6,25.6,348.9,348.9,39.3,39.3,650,650,0.364,0.364,1.024,1.024,0.582,0.582,1.56,1.56,1.972,0.889,1.67,1.006362992,17.8368663
RbMgF3,Rb,1,Rb,1,Mg,2,Mg,2,F,-1,F,-1,NaN,293,1,423.64,3.92,P63/mmc,194,-300,0,0,0,0,0,9,9,12,12,37,37,18.9984032,18.9984032,24.305,24.305,85.4678,85.4678,4.1,4.1,1.23,1.23,0.89,0.89,1.972,1.972,0.889,0.889,1.145,1.145,0.947,1.66,1.66,0.86,1.19,1.19,0.86,2,1,1,2,17,17,1.33,1.33,0.72,0.72,1.52,1.52,17.42282,17.42282,7.64624,7.64624,4.17713,4.17713,93,93,68,68,4,4,3.98,3.98,1.31,1.31,0.82,0.82,2,2,3,3,5,5,1,1,2,2,2,2,0.25,0.25,0.9,0.9,1.67,1.67,688,688,1090,-188.11,-188.11,1090,-300,-300,24.8,24.8,1.53,1.53,1.74,1.74,25.6,25.6,348.9,348.9,39.3,39.3,650,650,0.364,0.364,1.024,1.024,0.582,0.582,1.56,1.56,1.972,0.889,1.145,1.08360464,17.8368663
RbMgI3,Rb,1,Rb,1,Mg,2,Mg,2,I,-1,I,-1,16,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,53,53,12,12,37,37,126.90447,126.90447,24.305,24.305,85.4678,85.4678,2.21,2.21,1.23,1.23,0.89,0.89,1.972,1.972,0.889,0.889,2.06,2.06,0.947,1.66,1.66,0.86,2.06,2.06,0.86,2,1,1,2,17,17,2.2,2.2,0.72,0.72,1.52,1.52,10.45126,10.45126,7.64624,7.64624,4.17713,4.17713,96,96,68,68,4,4,2.66,2.66,1.31,1.31,0.82,0.82,5,5,3,3,5,5,6,6,2,2,2,2,0.755,0.755,0.9,0.9,1.67,1.67,688,688,1090,184.4,184.4,1090,-300,-300,24.8,24.8,1.53,1.53,1.74,1.74,25.6,25.6,348.9,348.9,39.3,39.3,650,650,0.364,0.364,1.024,1.024,0.582,0.582,1.56,1.56,1.972,0.889,2.06,0.966786891,17.8368663
RbMnBr3,Rb,1,Rb,1,Mn,2,Mn,2,Br,-1,Br,-1,6,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,35,35,25,25,37,37,79.904,79.904,54.938049,54.938049,85.4678,85.4678,2.74,2.74,1.6,1.6,0.89,0.89,1.972,1.972,0.986,0.986,1.82,1.82,1.044,1.66,1.66,0.81,1.82,1.82,0.81,7,1,1,7,17,17,1.96,1.96,0.83,0.83,1.52,1.52,11.81381,11.81381,7.43402,7.43402,4.17713,4.17713,95,95,52,52,4,4,2.96,2.96,1.55,1.55,0.82,0.82,4,4,4,4,5,5,2,2,4,4,2,2,0.58,0.58,0.99,0.99,1.67,1.67,688,688,2061,58.8,58.8,2061,-300,-300,21.7,21.7,1.53,1.53,7.3,7.3,25.6,25.6,235,235,39.3,39.3,1246,1246,0.364,0.364,0.479,0.479,0.582,0.582,0.0782,0.0782,1.972,0.986,1.82,0.955576947,17.05993976
RbMnCl3,Rb,1,Rb,1,Mn,2,Mn,2,Cl,-1,Cl,-1,6,293,6,791.6,3.11,P63/mmc,194,-300,0,0,0,0,0,17,17,25,25,37,37,35.453,35.453,54.938049,54.938049,85.4678,85.4678,2.83,2.83,1.6,1.6,0.89,0.89,1.972,1.972,0.986,0.986,1.67,1.67,1.044,1.66,1.66,0.81,1.67,1.67,0.81,7,1,1,7,17,17,1.81,1.81,0.83,0.83,1.52,1.52,12.96764,12.96764,7.43402,7.43402,4.17713,4.17713,94,94,52,52,4,4,3.16,3.16,1.55,1.55,0.82,0.82,3,3,4,4,5,5,5,5,4,4,2,2,0.5,0.5,0.99,0.99,1.67,1.67,688,688,2061,-34.04,-34.04,2061,-300,-300,21.7,21.7,1.53,1.53,7.3,7.3,25.6,25.6,235,235,39.3,39.3,1246,1246,0.364,0.364,0.479,0.479,0.582,0.582,0.0782,0.0782,1.972,0.986,1.67,0.969609525,17.05993976
RbMnF3,Rb,1,Rb,1,Mn,2,Mn,2,F,-1,F,-1,3,293,1,76.77,4.27,Pm-3m,221,23,0,0,0,0,0,9,9,25,25,37,37,18.9984032,18.9984032,54.938049,54.938049,85.4678,85.4678,4.1,4.1,1.6,1.6,0.89,0.89,1.972,1.972,0.986,0.986,1.145,1.145,1.044,1.66,1.66,0.81,1.19,1.19,0.81,7,1,1,7,17,17,1.33,1.33,0.83,0.83,1.52,1.52,17.42282,17.42282,7.43402,7.43402,4.17713,4.17713,93,93,52,52,4,4,3.98,3.98,1.55,1.55,0.82,0.82,2,2,4,4,5,5,1,1,4,4,2,2,0.25,0.25,0.99,0.99,1.67,1.67,688,688,2061,-188.11,-188.11,2061,-300,-300,21.7,21.7,1.53,1.53,7.3,7.3,25.6,25.6,235,235,39.3,39.3,1246,1246,0.364,0.364,0.479,0.479,0.582,0.582,0.0782,0.0782,1.972,0.986,1.145,1.034280543,17.05993976
RbMnI3,Rb,1,Rb,1,Mn,2,Mn,2,I,-1,I,-1,16,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,53,53,25,25,37,37,126.90447,126.90447,54.938049,54.938049,85.4678,85.4678,2.21,2.21,1.6,1.6,0.89,0.89,1.972,1.972,0.986,0.986,2.06,2.06,1.044,1.66,1.66,0.81,2.06,2.06,0.81,7,1,1,7,17,17,2.2,2.2,0.83,0.83,1.52,1.52,10.45126,10.45126,7.43402,7.43402,4.17713,4.17713,96,96,52,52,4,4,2.66,2.66,1.55,1.55,0.82,0.82,5,5,4,4,5,5,6,6,4,4,2,2,0.755,0.755,0.99,0.99,1.67,1.67,688,688,2061,184.4,184.4,2061,-300,-300,21.7,21.7,1.53,1.53,7.3,7.3,25.6,25.6,235,235,39.3,39.3,1246,1246,0.364,0.364,0.479,0.479,0.582,0.582,0.0782,0.0782,1.972,0.986,2.06,0.935999521,17.05993976
RbNbO3,Rb,1,Rb,1,Nb,5,Nb,5,O,-2,O,-2,16,293,4,345.5,4.35,P-1,2,8,9,12,12,13,19,8,8,41,41,37,37,15.9994,15.9994,92.90638,92.90638,85.4678,85.4678,3.5,3.5,1.23,1.23,0.89,0.89,1.972,1.972,0.768,0.768,1.21,1.21,0.825,1.66,1.66,0.78,1.26,1.26,0.78,5,1,1,5,16,16,1.4,1.4,0.64,0.64,1.52,1.52,13.61806,13.61806,6.75885,6.75885,4.17713,4.17713,87,87,47,47,4,4,3.44,3.44,1.6,1.6,0.82,0.82,2,2,5,5,5,5,2,2,6,6,2,2,0.285,0.285,1.23,1.23,1.67,1.67,688,688,4744,-182.962,-182.962,4744,-300,-300,7.3,7.3,1.53,1.53,8.57,8.57,25.6,25.6,323,323,39.3,39.3,2477,2477,0.364,0.364,0.265,0.265,0.582,0.582,0.537,0.537,1.972,0.768,1.21,1.137519605,118.2263371
RbNiBr3,Rb,1,Rb,1,Ni,2,Ni,2,Br,-1,Br,-1,6,293,2,284,4.49,P63/mmc,194,-300,0,0,0,0,0,35,35,28,28,37,37,79.904,79.904,58.6934,58.6934,85.4678,85.4678,2.74,2.74,1.75,1.75,0.89,0.89,1.972,1.972,0.85,0.85,1.82,1.82,0.908,1.66,1.66,0.83,1.82,1.82,0.83,10,1,1,10,17,17,1.96,1.96,0.69,0.69,1.52,1.52,11.81381,11.81381,7.6398,7.6398,4.17713,4.17713,95,95,55,55,4,4,2.96,2.96,1.91,1.91,0.82,0.82,4,4,4,4,5,5,2,2,2,2,2,2,0.58,0.58,0.96,0.96,1.67,1.67,688,688,2913,58.8,58.8,2913,-300,-300,13.4,13.4,1.53,1.53,8.9,8.9,25.6,25.6,290.3,290.3,39.3,39.3,1455,1455,0.364,0.364,0.445,0.445,0.582,0.582,0.907,0.907,1.972,0.85,1.82,1.00425053,18.16955624
RbSeMoO6,Rb,1,Rb,1,Se,4,Mo,6,O,-2,O,-2,16,293,4,695.72,4.22,Pnma,62,10,11,0,0,0,0,8,8,34,42,37,37,15.9994,15.9994,78.96,95.94,85.4678,85.4678,3.5,3.5,2.48,1.3,0.89,0.89,1.972,1.972,0.7,0.751,1.21,1.21,0.808,1.66,1.66,0.73,1.26,1.26,0.64,16,1,1,6,16,16,1.4,1.4,0.5,0.59,1.52,1.52,13.61806,13.61806,9.75238,7.09243,4.17713,4.17713,87,87,89,50,4,4,3.44,3.44,2.55,2.16,0.82,0.82,2,2,4,5,5,5,2,2,5,6,2,2,0.285,0.285,0.615,1.22,1.67,1.67,688,688,685,-182.962,-182.962,4639,-300,-300,-300,4.8,1.53,1.53,-300,10.2,25.6,25.6,-300,390.7,39.3,39.3,-300,2622,0.364,0.364,-300,0.251,0.582,0.582,-300,1.38,1.972,0.7255,1.21,1.162497431,115.8499085
RbSrCl3,Rb,1,Rb,1,Sr,2,Sr,2,Cl,-1,Cl,-1,16,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,17,17,38,38,37,37,35.453,35.453,87.62,87.62,85.4678,85.4678,2.83,2.83,0.99,0.99,0.89,0.89,1.972,1.972,1.314,1.314,1.67,1.67,1.372,1.66,1.66,1.32,1.67,1.67,1.32,2,1,1,2,17,17,1.81,1.81,1.18,1.18,1.52,1.52,12.96764,12.96764,5.6949,5.6949,4.17713,4.17713,94,94,8,8,4,4,3.16,3.16,0.95,0.95,0.82,0.82,3,3,5,5,5,5,5,5,3,3,2,2,0.5,0.5,1.42,1.42,1.67,1.67,688,688,1382,-34.04,-34.04,1382,-300,-300,22.5,22.5,1.53,1.53,2.64,2.64,25.6,25.6,84.8,84.8,39.3,39.3,777,777,0.364,0.364,0.306,0.306,0.582,0.582,0.353,0.353,1.972,1.314,1.67,0.863030461,14.86981402
