Compound,A,OxidationStateofA,Aprime,OxidationStateofAprime,B,OxidationStateofB,Bprime,OxidationStateofBprime,X,OxidationStateofX,Xprime,OxidationStateofXprime,GroupCat,Temperature,Z,Volume,CalculatedDensity,SpaceGroup,SpaceGroupNumber,TiltAll_1,TiltAll_2,TiltAll_3,TiltAll_4,TiltAll_5,TiltAll_6,ZofX,ZofXprime,ZofB,ZofBprime,ZofA,ZofAprime,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofX,CrystalRadiusofXprime,CrystalRadiusofB,GroupofB,GroupofA,GroupofAprime,GroupofBprime,GroupofX,GroupofXprime,IonicRadiiofX,IonicRadiiofXprime,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,MendeleevNumberofX,MendeleevNumberofXprime,MendeleevNumberofB,MendeleevNumberofBprime,MendeleevNumberofA,MendeleevNumberofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,PeriodofX,PeriodofXprime,PeriodofB,PeriodofBprime,PeriodofA,PeriodofAprime,ValenceElectronsofX,ValenceElectronsofXprime,ValenceElectronsofB,ValenceElectronsofBprime,ValenceElectronsofA,ValenceElectronsofAprime,ZungerRadiiofX,ZungerRadiiofXprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofX,BoilingPtofXprime,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,rX,ToleranceBVP,Vc
Ba2LaPuO6,Ba,2,Ba,2,La,3,Pu,5,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,57,94,56,56,15.9994,15.9994,138.9055,244.0642,137.327,137.327,3.5,3.5,1.08,-300,0.97,0.97,1.738,1.738,0.967,1.218,1.21,1.21,1.276,1.49,1.49,0.88,1.26,1.26,1.172,3,2,2,3,16,16,1.4,1.4,1.03,0.74,1.35,1.35,13.61806,13.61806,5.5769,6.0262,5.2117,5.2117,87,87,13,24,9,9,3.44,3.44,1.1,1.3,0.89,0.89,2,2,6,7,6,6,2,2,4,4,3,3,0.285,0.285,1.375,-300,1.515,1.515,1897,1897,3464,-182.962,-182.962,3228,20.6,20.6,12.1,46.7,3.62,3.62,6.15,19.7,51.8,51.8,44.6,11.6,727,727,918,640,0.205,0.205,0.195,-300,0.184,0.184,0.134,0.0674,1.738,1.0925,1.21,0.905342363,60.83499905
Ba2LaReO6,Ba,2,Ba,2,La,3,Re,5,O,-2,O,-2,3,293,4,624.37,7.4,Fm-3m,225,23,0,0,0,0,0,8,8,57,75,56,56,15.9994,15.9994,138.9055,186.207,137.327,137.327,3.5,3.5,1.08,1.46,0.97,0.97,1.738,1.738,0.717,1.218,1.21,1.21,1.276,1.49,1.49,0.72,1.26,1.26,1.172,3,2,2,7,16,16,1.4,1.4,1.03,0.58,1.35,1.35,13.61806,13.61806,5.5769,7.8335,5.2117,5.2117,87,87,13,54,9,9,3.44,3.44,1.1,1.9,0.89,0.89,2,2,6,6,6,6,2,2,4,6,3,3,0.285,0.285,1.375,1.19,1.515,1.515,1897,1897,3464,-182.962,-182.962,5596,20.6,20.6,12.1,6.2,3.62,3.62,6.15,20.8,51.8,51.8,44.6,324.5,727,727,918,3186,0.205,0.205,0.195,0.137,0.184,0.184,0.134,0.479,1.738,0.9675,1.21,0.957313796,64.02255462
Ba2LaRuO6,Ba,2,Ba,2,La,3,Ru,5,O,-2,O,-2,5,293,2,311.88,6.5,I-1,2,8,9,12,12,13,19,8,8,57,44,56,56,15.9994,15.9994,138.9055,101.07,137.327,137.327,3.5,3.5,1.08,1.42,0.97,0.97,1.738,1.738,0.757,1.218,1.21,1.21,1.276,1.49,1.49,0.705,1.26,1.26,1.172,3,2,2,8,16,16,1.4,1.4,1.03,0.57,1.35,1.35,13.61806,13.61806,5.5769,7.3605,5.2117,5.2117,87,87,13,56,9,9,3.44,3.44,1.1,2.2,0.89,0.89,2,2,6,5,6,6,2,2,4,6,3,3,0.285,0.285,1.375,1.145,1.515,1.515,1897,1897,3464,-182.962,-182.962,4150,20.6,20.6,12.1,6.4,3.62,3.62,6.15,12.1,51.8,51.8,44.6,381.8,727,727,918,2333,0.205,0.205,0.195,0.238,0.184,0.184,0.134,1.17,1.738,0.9875,1.21,0.948601043,63.49028519
Ba2LaTaO6,Ba,2,Ba,2,La,3,Ta,5,O,-2,O,-2,5,293,4,322.77,7.11,I12/m1,12,-300,0,0,0,0,0,8,8,57,73,56,56,15.9994,15.9994,138.9055,180.9479,137.327,137.327,3.5,3.5,1.08,1.33,0.97,0.97,1.738,1.738,0.777,1.218,1.21,1.21,1.276,1.49,1.49,0.78,1.26,1.26,1.172,3,2,2,5,16,16,1.4,1.4,1.03,0.64,1.35,1.35,13.61806,13.61806,5.5769,7.5496,5.2117,5.2117,87,87,13,48,9,9,3.44,3.44,1.1,1.5,0.89,0.89,2,2,6,6,6,6,2,2,4,6,3,3,0.285,0.285,1.375,1.28,1.515,1.515,1897,1897,3464,-182.962,-182.962,5458,20.6,20.6,12.1,6.3,3.62,3.62,6.15,16.4,51.8,51.8,44.6,202.1,727,727,918,3007,0.205,0.205,0.195,0.14,0.184,0.184,0.134,0.575,1.738,0.9975,1.21,0.944303869,63.22745562
Ba2LaTaO6,Ba,2,Ba,2,La,3,Ta,5,O,-2,O,-2,NaN,500,1,161.59,7.1,R-3R,-300,-300,0,0,0,0,0,8,8,57,73,56,56,15.9994,15.9994,138.9055,180.9479,137.327,137.327,3.5,3.5,1.08,1.33,0.97,0.97,1.738,1.738,0.777,1.218,1.21,1.21,1.276,1.49,1.49,0.78,1.26,1.26,1.172,3,2,2,5,16,16,1.4,1.4,1.03,0.64,1.35,1.35,13.61806,13.61806,5.5769,7.5496,5.2117,5.2117,87,87,13,48,9,9,3.44,3.44,1.1,1.5,0.89,0.89,2,2,6,6,6,6,2,2,4,6,3,3,0.285,0.285,1.375,1.28,1.515,1.515,1897,1897,3464,-182.962,-182.962,5458,20.6,20.6,12.1,6.3,3.62,3.62,6.15,16.4,51.8,51.8,44.6,202.1,727,727,918,3007,0.205,0.205,0.195,0.14,0.184,0.184,0.134,0.575,1.738,0.9975,1.21,0.944303869,63.22745562
Ba2LaUO6,Ba,2,Ba,2,La,3,U,5,O,-2,O,-2,5,300,2,349.48,7.1,P121/n1,14,10,11,0,0,0,0,8,8,57,92,56,56,15.9994,15.9994,138.9055,238.02891,137.327,137.327,3.5,3.5,1.08,-300,0.97,0.97,1.738,1.738,0.932,1.218,1.21,1.21,1.276,1.49,1.49,0.9,1.26,1.26,1.172,3,2,2,3,16,16,1.4,1.4,1.03,0.76,1.35,1.35,13.61806,13.61806,5.5769,6.19405,5.2117,5.2117,87,87,13,20,9,9,3.44,3.44,1.1,1.7,0.89,0.89,2,2,6,7,6,6,2,2,4,6,3,3,0.285,0.285,1.375,-300,1.515,1.515,1897,1897,3464,-182.962,-182.962,4131,20.6,20.6,12.1,13.9,3.62,3.62,6.15,19.1,51.8,51.8,44.6,38.4,727,727,918,1135,0.205,0.205,0.195,0.116,0.184,0.184,0.134,0.276,1.738,1.075,1.21,0.912276057,61.26201498
Ba2LiIO6,Ba,2,Ba,2,Li,1,I,7,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,3,53,56,56,15.9994,15.9994,6.941,126.90447,137.327,137.327,3.5,3.5,0.97,2.21,0.97,0.97,1.738,1.738,-300,0.919,1.21,1.21,0.976,1.49,1.49,0.67,1.26,1.26,0.9,1,2,2,17,16,16,1.4,1.4,0.76,0.53,1.35,1.35,13.61806,13.61806,5.39172,10.45126,5.2117,5.2117,87,87,1,96,9,9,3.44,3.44,0.98,2.66,0.89,0.89,2,2,2,5,6,6,2,2,1,6,3,3,0.285,0.285,0.985,0.755,1.515,1.515,1897,1897,1342,-182.962,-182.962,184.4,20.6,20.6,46,-300,3.62,3.62,0.534,-300,51.8,51.8,432,-300,727,727,180.5,-300,0.205,0.205,3.57,-300,0.184,0.184,0.847,-300,1.738,-149.5405,1.21,-300,-0.481127387
Ba2LiOsO6,Ba,2,Ba,2,Li,1,Os,7,O,-2,O,-2,3,293,4,532.35,7.08,Fm-3m,225,23,0,0,0,0,0,8,8,3,76,56,56,15.9994,15.9994,6.941,190.23,137.327,137.327,3.5,3.5,0.97,1.52,0.97,0.97,1.738,1.738,-300,0.919,1.21,1.21,0.976,1.49,1.49,0.665,1.26,1.26,0.9,1,2,2,8,16,16,1.4,1.4,0.76,-300,1.35,1.35,13.61806,13.61806,5.39172,8.4382,5.2117,5.2117,87,87,1,57,9,9,3.44,3.44,0.98,2.2,0.89,0.89,2,2,2,6,6,6,2,2,1,6,3,3,0.285,0.285,0.985,1.17,1.515,1.515,1897,1897,1342,-182.962,-182.962,5012,20.6,20.6,46,5.1,3.62,3.62,0.534,22.59,51.8,51.8,432,304.1,727,727,180.5,3033,0.205,0.205,3.57,0.13,0.184,0.184,0.847,0.876,1.738,-149.5405,1.21,-300,-0.481127387
Ba2LiReO6,Ba,2,Ba,2,Li,1,Re,7,O,-2,O,-2,3,298,4,535.66,6.99,Fm-3m,225,23,0,0,0,0,0,8,8,3,75,56,56,15.9994,15.9994,6.941,186.207,137.327,137.327,3.5,3.5,0.97,1.46,0.97,0.97,1.738,1.738,0.7,0.919,1.21,1.21,0.976,1.49,1.49,0.67,1.26,1.26,0.9,1,2,2,7,16,16,1.4,1.4,0.76,0.53,1.35,1.35,13.61806,13.61806,5.39172,7.8335,5.2117,5.2117,87,87,1,54,9,9,3.44,3.44,0.98,1.9,0.89,0.89,2,2,2,6,6,6,2,2,1,6,3,3,0.285,0.285,0.985,1.19,1.515,1.515,1897,1897,1342,-182.962,-182.962,5596,20.6,20.6,46,6.2,3.62,3.62,0.534,20.8,51.8,51.8,432,324.5,727,727,180.5,3186,0.205,0.205,3.57,0.137,0.184,0.184,0.847,0.479,1.738,0.8095,1.21,1.032211335,32.31716888
Ba2LuBiO6,Ba,2,Ba,2,Lu,3,Bi,5,O,-2,O,-2,5,293,1,154.87,8.09,R-3R,-300,-300,0,0,0,0,0,8,8,71,83,56,56,15.9994,15.9994,174.967,208.98038,137.327,137.327,3.5,3.5,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.017,1.21,1.21,1.075,1.49,1.49,0.9,1.26,1.26,1.001,3,2,2,15,16,16,1.4,1.4,0.86,0.76,1.35,1.35,13.61806,13.61806,5.4259,7.2856,5.2117,5.2117,87,87,41,86,9,9,3.44,3.44,1,1.9,0.89,0.89,2,2,6,6,6,6,2,2,4,6,3,3,0.285,0.285,-300,0.92,1.515,1.515,1897,1897,3402,-182.962,-182.962,1564,20.6,20.6,9.9,13.4,3.62,3.62,9.84,9.79,51.8,51.8,126,53.3,727,727,1663,271.4,0.205,0.205,0.154,0.122,0.184,0.184,0.164,0.0787,1.738,0.967,1.21,0.957533666,64.42722493
Ba2LuIrO6,Ba,2,Ba,2,Lu,3,Ir,5,O,-2,O,-2,5,293,2,285.09,8.61,P121/n1,14,10,11,0,0,0,0,8,8,71,77,56,56,15.9994,15.9994,174.967,192.217,137.327,137.327,3.5,3.5,-300,1.55,0.97,0.97,1.738,1.738,0.773,1.017,1.21,1.21,1.075,1.49,1.49,0.71,1.26,1.26,1.001,3,2,2,9,16,16,1.4,1.4,0.86,0.57,1.35,1.35,13.61806,13.61806,5.4259,8.967,5.2117,5.2117,87,87,41,60,9,9,3.44,3.44,1,2.2,0.89,0.89,2,2,6,6,6,6,2,2,4,6,3,3,0.285,0.285,-300,1.16,1.515,1.515,1897,1897,3402,-182.962,-182.962,4428,20.6,20.6,9.9,6.4,3.62,3.62,9.84,22.5,51.8,51.8,126,213.9,727,727,1663,2446,0.205,0.205,0.154,0.131,0.184,0.184,0.164,1.47,1.738,0.895,1.21,0.990285411,66.44525264
Ba2LuMoO6,Ba,2,Ba,2,Lu,3,Mo,5,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,71,42,56,56,15.9994,15.9994,174.967,95.94,137.327,137.327,3.5,3.5,-300,1.3,0.97,0.97,1.738,1.738,0.707,1.017,1.21,1.21,1.075,1.49,1.49,0.75,1.26,1.26,1.001,3,2,2,6,16,16,1.4,1.4,0.86,0.61,1.35,1.35,13.61806,13.61806,5.4259,7.09243,5.2117,5.2117,87,87,41,50,9,9,3.44,3.44,1,2.16,0.89,0.89,2,2,6,5,6,6,2,2,4,6,3,3,0.285,0.285,-300,1.22,1.515,1.515,1897,1897,3402,-182.962,-182.962,4639,20.6,20.6,9.9,4.8,3.62,3.62,9.84,10.2,51.8,51.8,126,390.7,727,727,1663,2622,0.205,0.205,0.154,0.251,0.184,0.184,0.164,1.38,1.738,0.862,1.21,1.006057332,67.41304704
Ba2LuNbO6,Ba,2,Ba,2,Lu,3,Nb,5,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,71,41,56,56,15.9994,15.9994,174.967,92.90638,137.327,137.327,3.5,3.5,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.017,1.21,1.21,1.075,1.49,1.49,0.78,1.26,1.26,1.001,3,2,2,5,16,16,1.4,1.4,0.86,0.64,1.35,1.35,13.61806,13.61806,5.4259,6.75885,5.2117,5.2117,87,87,41,47,9,9,3.44,3.44,1,1.6,0.89,0.89,2,2,6,5,6,6,2,2,4,6,3,3,0.285,0.285,-300,1.23,1.515,1.515,1897,1897,3402,-182.962,-182.962,4744,20.6,20.6,9.9,7.3,3.62,3.62,9.84,8.57,51.8,51.8,126,323,727,727,1663,2477,0.205,0.205,0.154,0.265,0.184,0.184,0.164,0.537,1.738,0.8925,1.21,0.991462921,66.51759652
Ba2LuOsO6,Ba,2,Ba,2,Lu,3,Os,5,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,71,76,56,56,15.9994,15.9994,174.967,190.23,137.327,137.327,3.5,3.5,-300,1.52,0.97,0.97,1.738,1.738,-300,1.017,1.21,1.21,1.075,1.49,1.49,0.715,1.26,1.26,1.001,3,2,2,8,16,16,1.4,1.4,0.86,0.58,1.35,1.35,13.61806,13.61806,5.4259,8.4382,5.2117,5.2117,87,87,41,57,9,9,3.44,3.44,1,2.2,0.89,0.89,2,2,6,6,6,6,2,2,4,6,3,3,0.285,0.285,-300,1.17,1.515,1.515,1897,1897,3402,-182.962,-182.962,5012,20.6,20.6,9.9,5.1,3.62,3.62,9.84,22.59,51.8,51.8,126,304.1,727,727,1663,3033,0.205,0.205,0.154,0.13,0.184,0.184,0.164,0.876,1.738,-149.4915,1.21,-300,-1.031381544
Ba2LuReO6,Ba,2,Ba,2,Lu,3,Re,5,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,71,75,56,56,15.9994,15.9994,174.967,186.207,137.327,137.327,3.5,3.5,-300,1.46,0.97,0.97,1.738,1.738,0.717,1.017,1.21,1.21,1.075,1.49,1.49,0.72,1.26,1.26,1.001,3,2,2,7,16,16,1.4,1.4,0.86,0.58,1.35,1.35,13.61806,13.61806,5.4259,7.8335,5.2117,5.2117,87,87,41,54,9,9,3.44,3.44,1,1.9,0.89,0.89,2,2,6,6,6,6,2,2,4,6,3,3,0.285,0.285,-300,1.19,1.515,1.515,1897,1897,3402,-182.962,-182.962,5596,20.6,20.6,9.9,6.2,3.62,3.62,9.84,20.8,51.8,51.8,126,324.5,727,727,1663,3186,0.205,0.205,0.154,0.137,0.184,0.184,0.164,0.479,1.738,0.867,1.21,1.003635431,67.26460333
Ba2LuRuO6,Ba,2,Ba,2,Lu,3,Ru,5,O,-2,O,-2,3,277.2,4,563.95,7.62,Fm-3m,225,23,0,0,0,0,0,8,8,71,44,56,56,15.9994,15.9994,174.967,101.07,137.327,137.327,3.5,3.5,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.017,1.21,1.21,1.075,1.49,1.49,0.705,1.26,1.26,1.001,3,2,2,8,16,16,1.4,1.4,0.86,0.57,1.35,1.35,13.61806,13.61806,5.4259,7.3605,5.2117,5.2117,87,87,41,56,9,9,3.44,3.44,1,2.2,0.89,0.89,2,2,6,5,6,6,2,2,4,6,3,3,0.285,0.285,-300,1.145,1.515,1.515,1897,1897,3402,-182.962,-182.962,4150,20.6,20.6,9.9,6.4,3.62,3.62,9.84,12.1,51.8,51.8,126,381.8,727,727,1663,2333,0.205,0.205,0.154,0.238,0.184,0.184,0.164,1.17,1.738,0.887,1.21,0.994063324,66.67730888
Ba2LuRuO6,Ba,2,Ba,2,Lu,3,Ru,5,O,-2,O,-2,3,293,4,566.02,7.59,Fm-3m,225,23,0,0,0,0,0,8,8,71,44,56,56,15.9994,15.9994,174.967,101.07,137.327,137.327,3.5,3.5,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.017,1.21,1.21,1.075,1.49,1.49,0.705,1.26,1.26,1.001,3,2,2,8,16,16,1.4,1.4,0.86,0.57,1.35,1.35,13.61806,13.61806,5.4259,7.3605,5.2117,5.2117,87,87,41,56,9,9,3.44,3.44,1,2.2,0.89,0.89,2,2,6,5,6,6,2,2,4,6,3,3,0.285,0.285,-300,1.145,1.515,1.515,1897,1897,3402,-182.962,-182.962,4150,20.6,20.6,9.9,6.4,3.62,3.62,9.84,12.1,51.8,51.8,126,381.8,727,727,1663,2333,0.205,0.205,0.154,0.238,0.184,0.184,0.164,1.17,1.738,0.887,1.21,0.994063324,66.67730888
Ba2LuSbO6,Ba,2,Ba,2,Lu,3,Sb,5,O,-2,O,-2,3,293,4,583.23,7.6,Fm-3m,225,23,0,0,0,0,0,8,8,71,51,56,56,15.9994,15.9994,174.967,121.76,137.327,137.327,3.5,3.5,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.017,1.21,1.21,1.075,1.49,1.49,0.74,1.26,1.26,1.001,3,2,2,15,16,16,1.4,1.4,0.86,0.6,1.35,1.35,13.61806,13.61806,5.4259,8.6084,5.2117,5.2117,87,87,41,85,9,9,3.44,3.44,1,2.05,0.89,0.89,2,2,6,5,6,6,2,2,4,6,3,3,0.285,0.285,-300,0.83,1.515,1.515,1897,1897,3402,-182.962,-182.962,1587,20.6,20.6,9.9,11,3.62,3.62,9.84,6.68,51.8,51.8,126,162.5,727,727,1663,630.63,0.205,0.205,0.154,0.207,0.184,0.184,0.164,0.243,1.738,0.908,1.21,0.984207172,66.07158689
Ba2LuSbO6,Ba,2,Ba,2,Lu,3,Sb,5,O,-2,O,-2,3,293,4,581.85,7.62,Fm-3m,225,23,0,0,0,0,0,8,8,71,51,56,56,15.9994,15.9994,174.967,121.76,137.327,137.327,3.5,3.5,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.017,1.21,1.21,1.075,1.49,1.49,0.74,1.26,1.26,1.001,3,2,2,15,16,16,1.4,1.4,0.86,0.6,1.35,1.35,13.61806,13.61806,5.4259,8.6084,5.2117,5.2117,87,87,41,85,9,9,3.44,3.44,1,2.05,0.89,0.89,2,2,6,5,6,6,2,2,4,6,3,3,0.285,0.285,-300,0.83,1.515,1.515,1897,1897,3402,-182.962,-182.962,1587,20.6,20.6,9.9,11,3.62,3.62,9.84,6.68,51.8,51.8,126,162.5,727,727,1663,630.63,0.205,0.205,0.154,0.207,0.184,0.184,0.164,0.243,1.738,0.908,1.21,0.984207172,66.07158689
Ba2LuUO6,Ba,2,Ba,2,Lu,3,U,5,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,71,92,56,56,15.9994,15.9994,174.967,238.02891,137.327,137.327,3.5,3.5,-300,-300,0.97,0.97,1.738,1.738,0.932,1.017,1.21,1.21,1.075,1.49,1.49,0.9,1.26,1.26,1.001,3,2,2,3,16,16,1.4,1.4,0.86,0.76,1.35,1.35,13.61806,13.61806,5.4259,6.19405,5.2117,5.2117,87,87,41,20,9,9,3.44,3.44,1,1.7,0.89,0.89,2,2,6,7,6,6,2,2,4,6,3,3,0.285,0.285,-300,-300,1.515,1.515,1897,1897,3402,-182.962,-182.962,4131,20.6,20.6,9.9,13.9,3.62,3.62,9.84,19.1,51.8,51.8,126,38.4,727,727,1663,1135,0.205,0.205,0.154,0.116,0.184,0.184,0.164,0.276,1.738,0.9745,1.21,0.954246185,64.22404091
Ba2MgMoO6,Ba,2,Ba,2,Mg,2,Mo,6,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,12,42,56,56,15.9994,15.9994,24.305,95.94,137.327,137.327,3.5,3.5,1.23,1.3,0.97,0.97,1.738,1.738,0.7,0.889,1.21,1.21,0.947,1.49,1.49,0.73,1.26,1.26,0.86,2,2,2,6,16,16,1.4,1.4,0.72,0.59,1.35,1.35,13.61806,13.61806,7.64624,7.09243,5.2117,5.2117,87,87,68,50,9,9,3.44,3.44,1.31,2.16,0.89,0.89,2,2,3,5,6,6,2,2,2,6,3,3,0.285,0.285,0.9,1.22,1.515,1.515,1897,1897,1090,-182.962,-182.962,4639,20.6,20.6,24.8,4.8,3.62,3.62,1.74,10.2,51.8,51.8,348.9,390.7,727,727,650,2622,0.205,0.205,1.024,0.251,0.184,0.184,1.56,1.38,1.738,0.7945,1.21,1.039935541,55.8207398
Ba2MgNpO6,Ba,2,Ba,2,Mg,2,Np,6,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,12,93,56,56,15.9994,15.9994,24.305,237.0482,137.327,137.327,3.5,3.5,1.23,-300,0.97,0.97,1.738,1.738,0.86,0.889,1.21,1.21,0.947,1.49,1.49,0.86,1.26,1.26,0.86,2,2,2,3,16,16,1.4,1.4,0.72,0.72,1.35,1.35,13.61806,13.61806,7.64624,6.2657,5.2117,5.2117,87,87,68,22,9,9,3.44,3.44,1.31,1.3,0.89,0.89,2,2,3,7,6,6,2,2,2,6,3,3,0.285,0.285,0.9,-300,1.515,1.515,1897,1897,1090,-182.962,-182.962,-300,20.6,20.6,24.8,-300,3.62,3.62,1.74,20.2,51.8,51.8,348.9,13.5,727,727,650,644,0.205,0.205,1.024,-300,0.184,0.184,1.56,0.063,1.738,0.8745,1.21,1.000024366,53.85256692
Ba2MgOsO6,Ba,2,Ba,2,Mg,2,Os,6,O,-2,O,-2,3,3.5,4,522.61,7.44,Fm-3m,225,23,0,0,0,0,0,8,8,12,76,56,56,15.9994,15.9994,24.305,190.23,137.327,137.327,3.5,3.5,1.23,1.52,0.97,0.97,1.738,1.738,0.82,0.889,1.21,1.21,0.947,1.49,1.49,0.685,1.26,1.26,0.86,2,2,2,8,16,16,1.4,1.4,0.72,0.55,1.35,1.35,13.61806,13.61806,7.64624,8.4382,5.2117,5.2117,87,87,68,57,9,9,3.44,3.44,1.31,2.2,0.89,0.89,2,2,3,6,6,6,2,2,2,6,3,3,0.285,0.285,0.9,1.17,1.515,1.515,1897,1897,1090,-182.962,-182.962,5012,20.6,20.6,24.8,5.1,3.62,3.62,1.74,22.59,51.8,51.8,348.9,304.1,727,727,650,3033,0.205,0.205,1.024,0.13,0.184,0.184,1.56,0.876,1.738,0.8545,1.21,1.009712178,54.33148278
Ba2MgOsO6,Ba,2,Ba,2,Mg,2,Os,6,O,-2,O,-2,3,290,4,526.22,7.39,Fm-3m,225,23,0,0,0,0,0,8,8,12,76,56,56,15.9994,15.9994,24.305,190.23,137.327,137.327,3.5,3.5,1.23,1.52,0.97,0.97,1.738,1.738,0.82,0.889,1.21,1.21,0.947,1.49,1.49,0.685,1.26,1.26,0.86,2,2,2,8,16,16,1.4,1.4,0.72,0.55,1.35,1.35,13.61806,13.61806,7.64624,8.4382,5.2117,5.2117,87,87,68,57,9,9,3.44,3.44,1.31,2.2,0.89,0.89,2,2,3,6,6,6,2,2,2,6,3,3,0.285,0.285,0.9,1.17,1.515,1.515,1897,1897,1090,-182.962,-182.962,5012,20.6,20.6,24.8,5.1,3.62,3.62,1.74,22.59,51.8,51.8,348.9,304.1,727,727,650,3033,0.205,0.205,1.024,0.13,0.184,0.184,1.56,0.876,1.738,0.8545,1.21,1.009712178,54.33148278
Ba2MgPuO6,Ba,2,Ba,2,Mg,2,Pu,6,O,-2,O,-2,NaN,NaN,NaN,NaN,NaN,,-300,-300,0,0,0,0,0,8,8,12,94,56,56,15.9994,15.9994,24.305,244.0642,137.327,137.327,3.5,3.5,1.23,-300,0.97,0.97,1.738,1.738,0.85,0.889,1.21,1.21,0.947,1.49,1.49,0.85,1.26,1.26,0.86,2,2,2,3,16,16,1.4,1.4,0.72,0.71,1.35,1.35,13.61806,13.61806,7.64624,6.0262,5.2117,5.2117,87,87,68,24,9,9,3.44,3.44,1.31,1.3,0.89,0.89,2,2,3,7,6,6,2,2,2,4,3,3,0.285,0.285,0.9,-300,1.515,1.515,1897,1897,1090,-182.962,-182.962,3228,20.6,20.6,24.8,46.7,3.62,3.62,1.74,19.7,51.8,51.8,348.9,11.6,727,727,650,640,0.205,0.205,1.024,-300,0.184,0.184,1.56,0.0674,1.738,0.8695,1.21,1.002428849,53.97150261
Ba2MgReO6,Ba,2,Ba,2,Mg,2,Re,6,O,-2,O,-2,3,293,4,528.44,7.31,Fm-3m,225,23,0,0,0,0,0,8,8,12,75,56,56,15.9994,15.9994,24.305,186.207,137.327,137.327,3.5,3.5,1.23,1.46,0.97,0.97,1.738,1.738,0.65,0.889,1.21,1.21,0.947,1.49,1.49,0.69,1.26,1.26,0.86,2,2,2,7,16,16,1.4,1.4,0.72,0.55,1.35,1.35,13.61806,13.61806,7.64624,7.8335,5.2117,5.2117,87,87,68,54,9,9,3.44,3.44,1.31,1.9,0.89,0.89,2,2,3,6,6,6,2,2,2,6,3,3,0.285,0.285,0.9,1.19,1.515,1.515,1897,1897,1090,-182.962,-182.962,5596,20.6,20.6,24.8,6.2,3.62,3.62,1.74,20.8,51.8,51.8,348.9,324.5,727,727,650,3186,0.205,0.205,1.024,0.137,0.184,0.184,1.56,0.479,1.738,0.7695,1.21,1.053069356,56.4656379
