Compound,GroupCat,AtomicMassofX,AtomicMassofXprime,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofX,ARENofXprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,rofX,rofXprime,IonizationPotentialofX,IonizationPotentialofXprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofX,PaulingENofXprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,ToleranceBVP
Sm2MnTiO6,NaN,15.9994,15.9994,54.938049,47.867,150.36,150.36,3.5,3.5,1.6,1.32,-300,-300,1.391,1.391,0.755,0.986,1.21,1.21,13.61806,13.61806,7.43402,6.8281,5.6436,5.6436,3.44,3.44,1.55,1.54,1.17,1.17,1794,1794,2061,3287,12.7,12.7,21.7,8.6,7.52,7.52,7.3,4.51,57.3,57.3,235,295.6,1074,1074,1246,1670,0.196,0.196,0.479,0.522,0.133,0.133,0.0782,0.219,0.884010929
Sm2NiMnO6,NaN,15.9994,15.9994,58.6934,54.938049,150.36,150.36,3.5,3.5,1.75,1.6,-300,-300,1.391,1.391,0.693,0.85,1.21,1.21,13.61806,13.61806,7.6398,7.43402,5.6436,5.6436,3.44,3.44,1.91,1.55,1.17,1.17,1794,1794,2913,2061,12.7,12.7,13.4,21.7,7.52,7.52,8.9,7.3,57.3,57.3,290.3,235,1074,1074,1455,1246,0.196,0.196,0.445,0.479,0.133,0.133,0.907,0.0782,0.928178016
SmAlO3,5,15.9994,15.9994,26.981538,26.981538,150.36,150.36,3.5,3.5,1.47,1.47,-300,-300,1.391,1.391,0.666,0.666,1.21,1.21,13.61806,13.61806,5.98577,5.98577,5.6436,5.6436,3.44,3.44,1.61,1.61,1.17,1.17,1794,1794,2519,2519,12.7,12.7,23.1,23.1,7.52,7.52,2.7,2.7,57.3,57.3,399.9,399.9,1074,1074,660.32,660.32,0.196,0.196,0.904,0.904,0.133,0.133,2.37,2.37,0.98037566
SmBO3,16,15.9994,15.9994,10.811,10.811,150.36,150.36,3.5,3.5,2.01,2.01,-300,-300,1.391,1.391,0.417,0.417,1.21,1.21,13.61806,13.61806,8.29803,8.29803,5.6436,5.6436,3.44,3.44,2.04,2.04,1.17,1.17,1794,1794,-300,-300,12.7,12.7,-300,-300,7.52,7.52,-300,-300,57.3,57.3,-300,-300,1074,1074,-300,-300,0.196,0.196,-300,-300,0.133,0.133,-300,-300,1.130414713
SmCoO3,5,15.9994,15.9994,58.9332,58.9332,150.36,150.36,3.5,3.5,1.7,1.7,-300,-300,1.391,1.391,0.683,0.683,1.21,1.21,13.61806,13.61806,7.881,7.881,5.6436,5.6436,3.44,3.44,1.88,1.88,1.17,1.17,1794,1794,2927,2927,12.7,12.7,13,13,7.52,7.52,8.86,8.86,57.3,57.3,272.5,272.5,1074,1074,1495,1495,0.196,0.196,0.421,0.421,0.133,0.133,1,1,0.971571441
SmCrO3,5,15.9994,15.9994,51.9961,51.9961,150.36,150.36,3.5,3.5,1.56,1.56,-300,-300,1.391,1.391,0.77,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.7665,5.6436,5.6436,3.44,3.44,1.66,1.66,1.17,1.17,1794,1794,2671,2671,12.7,12.7,4.9,4.9,7.52,7.52,7.15,7.15,57.3,57.3,404,404,1074,1074,1907,1907,0.196,0.196,0.45,0.45,0.133,0.133,0.937,0.937,0.928881181
SmFeO3,5,15.9994,15.9994,55.845,55.845,150.36,150.36,3.5,3.5,1.64,1.64,-300,-300,1.391,1.391,0.805,0.805,1.21,1.21,13.61806,13.61806,7.9024,7.9024,5.6436,5.6436,3.44,3.44,1.83,1.83,1.17,1.17,1794,1794,2861,2861,12.7,12.7,11.8,11.8,7.52,7.52,7.87,7.87,57.3,57.3,247.3,247.3,1074,1074,1538,1538,0.196,0.196,0.449,0.449,0.133,0.133,0.802,0.802,0.912746768
SmNiO3,NaN,15.9994,15.9994,58.6934,58.6934,150.36,150.36,3.5,3.5,1.75,1.75,-300,-300,1.391,1.391,0.786,0.786,1.21,1.21,13.61806,13.61806,7.6398,7.6398,5.6436,5.6436,3.44,3.44,1.91,1.91,1.17,1.17,1794,1794,2913,2913,12.7,12.7,13.4,13.4,7.52,7.52,8.9,8.9,57.3,57.3,290.3,290.3,1074,1074,1455,1455,0.196,0.196,0.445,0.445,0.133,0.133,0.907,0.907,0.921435239
SmScO3,NaN,15.9994,15.9994,44.95591,44.95591,150.36,150.36,3.5,3.5,1.2,1.2,-300,-300,1.391,1.391,0.895,0.895,1.21,1.21,13.61806,13.61806,6.5615,6.5615,5.6436,5.6436,3.44,3.44,1.36,1.36,1.17,1.17,1794,1794,2836,2836,12.7,12.7,10.2,10.2,7.52,7.52,2.99,2.99,57.3,57.3,314,314,1074,1074,1541,1541,0.196,0.196,0.567,0.567,0.133,0.133,0.158,0.158,0.873721966
SmScS3,NaN,32.065,32.065,44.95591,44.95591,150.36,150.36,2.44,2.44,1.2,1.2,-300,-300,1.391,1.391,0.895,0.895,-300,-300,10.36001,10.36001,6.5615,6.5615,5.6436,5.6436,2.58,2.58,1.36,1.36,1.17,1.17,1794,1794,2836,2836,12.7,12.7,10.2,10.2,7.52,7.52,2.99,2.99,57.3,57.3,314,314,1074,1074,1541,1541,0.196,0.196,0.567,0.567,0.133,0.133,0.158,0.158,0.7059342
SmYO3,16,15.9994,15.9994,88.90585,88.90585,150.36,150.36,3.5,3.5,1.11,1.11,-300,-300,1.391,1.391,1.065,1.065,1.21,1.21,13.61806,13.61806,6.2171,6.2171,5.6436,5.6436,3.44,3.44,1.22,1.22,1.17,1.17,1794,1794,3345,3345,12.7,12.7,10.6,10.6,7.52,7.52,4.47,4.47,57.3,57.3,128,128,1074,1074,1522,1522,0.196,0.196,0.298,0.298,0.133,0.133,0.172,0.172,0.808432852
Sr2AlSbO6,3,15.9994,15.9994,26.981538,121.76,87.62,87.62,3.5,3.5,1.47,1.82,0.99,0.99,1.571,1.571,0.799,0.666,1.21,1.21,13.61806,13.61806,5.98577,8.6084,5.6949,5.6949,3.44,3.44,1.61,2.05,0.95,0.95,1382,1382,2519,1587,22.5,22.5,23.1,11,2.64,2.64,2.7,6.68,84.8,84.8,399.9,162.5,777,777,660.32,630.63,0.306,0.306,0.904,0.207,0.353,0.353,2.37,0.243,1.012336658
Sr2BiLuO6,5,15.9994,15.9994,174.967,174.967,87.62,87.62,3.5,3.5,-300,-300,0.99,0.99,1.571,1.571,-300,1.017,1.21,1.21,13.61806,13.61806,5.4259,5.4259,5.6949,5.6949,3.44,3.44,1,1,0.95,0.95,1382,1382,3402,3402,22.5,22.5,9.9,9.9,2.64,2.64,9.84,9.84,84.8,84.8,126,126,777,777,1663,1663,0.306,0.306,0.154,0.154,0.353,0.353,0.164,0.164,-300
Sr2CaMoO6,5,15.9994,15.9994,40.078,95.94,87.62,87.62,3.5,3.5,1.04,1.3,0.99,0.99,1.571,1.571,0.7,1.163,1.21,1.21,13.61806,13.61806,6.11316,7.09243,5.6949,5.6949,3.44,3.44,1,2.16,0.95,0.95,1382,1382,1484,4639,22.5,22.5,22.3,4.8,2.64,2.64,1.54,10.2,84.8,84.8,213.1,390.7,777,777,842,2622,0.306,0.306,0.646,0.251,0.353,0.353,2,1.38,0.918264748
Sr2CaTeO6,NaN,15.9994,15.9994,40.078,127.6,87.62,87.62,3.5,3.5,1.04,2.01,0.99,0.99,1.571,1.571,0.71,1.163,1.21,1.21,13.61806,13.61806,6.11316,9.0096,5.6949,5.6949,3.44,3.44,1,2.1,0.95,0.95,1382,1382,1484,-300,22.5,22.5,22.3,-300,2.64,2.64,1.54,-300,84.8,84.8,213.1,-300,777,777,842,-300,0.306,0.306,0.646,-300,0.353,0.353,2,-300,0.916125767
Sr2CaUO6,NaN,15.9994,15.9994,40.078,238.02891,87.62,87.62,3.5,3.5,1.04,-300,0.99,0.99,1.571,1.571,0.84,1.163,1.21,1.21,13.61806,13.61806,6.11316,6.19405,5.6949,5.6949,3.44,3.44,1,1.7,0.95,0.95,1382,1382,1484,4131,22.5,22.5,22.3,13.9,2.64,2.64,1.54,19.1,84.8,84.8,213.1,38.4,777,777,842,1135,0.306,0.306,0.646,0.116,0.353,0.353,2,0.276,0.889199167
Sr2CaWO6,NaN,15.9994,15.9994,40.078,183.84,87.62,87.62,3.5,3.5,1.04,1.4,0.99,0.99,1.571,1.571,0.71,1.163,1.21,1.21,13.61806,13.61806,6.11316,7.864,5.6949,5.6949,3.44,3.44,1,1.7,0.95,0.95,1382,1382,1484,5555,22.5,22.5,22.3,4.5,2.64,2.64,1.54,19.3,84.8,84.8,213.1,284.5,777,777,842,3414,0.306,0.306,0.646,0.132,0.353,0.353,2,1.74,0.916125767
Sr2CdUO6,NaN,15.9994,15.9994,112.411,238.02891,87.62,87.62,3.5,3.5,1.46,-300,0.99,0.99,1.571,1.571,0.84,1.1,1.21,1.21,13.61806,13.61806,8.9938,6.19405,5.6949,5.6949,3.44,3.44,1.69,1.7,0.95,0.95,1382,1382,767,4131,22.5,22.5,30.8,13.9,2.64,2.64,8.69,19.1,84.8,84.8,55.2,38.4,777,777,321.07,1135,0.306,0.306,0.231,0.116,0.353,0.353,0.968,0.276,0.902047687
Sr2CeIrO6,NaN,15.9994,15.9994,140.116,192.217,87.62,87.62,3.5,3.5,-300,1.55,0.99,0.99,1.571,1.571,0.81,0.968,1.21,1.21,13.61806,13.61806,5.5387,8.967,5.6949,5.6949,3.44,3.44,1.12,2.2,0.95,0.95,1382,1382,3443,4428,22.5,22.5,6.3,6.4,2.64,2.64,6.77,22.5,84.8,84.8,39,213.9,777,777,798,2446,0.306,0.306,0.192,0.131,0.353,0.353,0.113,1.47,0.936857531
Sr2CoMoO6,5,15.9994,15.9994,58.9332,95.94,87.62,87.62,3.5,3.5,1.7,1.3,0.99,0.99,1.571,1.571,0.7,0.888,1.21,1.21,13.61806,13.61806,7.881,7.09243,5.6949,5.6949,3.44,3.44,1.88,2.16,0.95,0.95,1382,1382,2927,4639,22.5,22.5,13,4.8,2.64,2.64,8.86,10.2,84.8,84.8,272.5,390.7,777,777,1495,2622,0.306,0.306,0.421,0.251,0.353,0.353,1,1.38,0.98126944
Sr2CoNbO6,5,15.9994,15.9994,58.9332,92.90638,87.62,87.62,3.5,3.5,1.7,1.23,0.99,0.99,1.571,1.571,0.768,0.683,1.21,1.21,13.61806,13.61806,7.881,6.75885,5.6949,5.6949,3.44,3.44,1.88,1.6,0.95,0.95,1382,1382,2927,4744,22.5,22.5,13,7.3,2.64,2.64,8.86,8.57,84.8,84.8,272.5,323,777,777,1495,2477,0.306,0.306,0.421,0.265,0.353,0.353,1,0.537,1.015997912
Sr2CoOsO6,NaN,15.9994,15.9994,58.9332,190.23,87.62,87.62,3.5,3.5,1.7,1.52,0.99,0.99,1.571,1.571,0.82,0.888,1.21,1.21,13.61806,13.61806,7.881,8.4382,5.6949,5.6949,3.44,3.44,1.88,2.2,0.95,0.95,1382,1382,2927,5012,22.5,22.5,13,5.1,2.64,2.64,8.86,22.59,84.8,84.8,272.5,304.1,777,777,1495,3033,0.306,0.306,0.421,0.13,0.353,0.353,1,0.876,0.952744166
Sr2CoReO6,NaN,15.9994,15.9994,58.9332,186.207,87.62,87.62,3.5,3.5,1.7,1.46,0.99,0.99,1.571,1.571,0.65,0.888,1.21,1.21,13.61806,13.61806,7.881,7.8335,5.6949,5.6949,3.44,3.44,1.88,1.9,0.95,0.95,1382,1382,2927,5596,22.5,22.5,13,6.2,2.64,2.64,8.86,20.8,84.8,84.8,272.5,324.5,777,777,1495,3186,0.306,0.306,0.421,0.137,0.353,0.353,1,0.479,0.993665467
Sr2CoRuO6,5,15.9994,15.9994,58.9332,101.07,87.62,87.62,3.5,3.5,1.7,1.42,0.99,0.99,1.571,1.571,0.757,0.683,1.21,1.21,13.61806,13.61806,7.881,7.3605,5.6949,5.6949,3.44,3.44,1.88,2.2,0.95,0.95,1382,1382,2927,4150,22.5,22.5,13,6.4,2.64,2.64,8.86,12.1,84.8,84.8,272.5,381.8,777,777,1495,2333,0.306,0.306,0.421,0.238,0.353,0.353,1,1.17,1.018893243
Sr2CoSbO6,NaN,15.9994,15.9994,58.9332,121.76,87.62,87.62,3.5,3.5,1.7,1.82,0.99,0.99,1.571,1.571,0.799,0.683,1.21,1.21,13.61806,13.61806,7.881,8.6084,5.6949,5.6949,3.44,3.44,1.88,2.05,0.95,0.95,1382,1382,2927,1587,22.5,22.5,13,11,2.64,2.64,8.86,6.68,84.8,84.8,272.5,162.5,777,777,1495,630.63,0.306,0.306,0.421,0.207,0.353,0.353,1,0.243,1.00792617
Sr2CoTaO6,3,15.9994,15.9994,58.9332,180.9479,87.62,87.62,3.5,3.5,1.7,1.33,0.99,0.99,1.571,1.571,0.777,0.683,1.21,1.21,13.61806,13.61806,7.881,7.5496,5.6949,5.6949,3.44,3.44,1.88,1.5,0.95,0.95,1382,1382,2927,5458,22.5,22.5,13,6.3,2.64,2.64,8.86,16.4,84.8,84.8,272.5,202.1,777,777,1495,3007,0.306,0.306,0.421,0.14,0.353,0.353,1,0.575,1.013641216
Sr2CoTeO6,NaN,15.9994,15.9994,58.9332,127.6,87.62,87.62,3.5,3.5,1.7,2.01,0.99,0.99,1.571,1.571,0.71,0.888,1.21,1.21,13.61806,13.61806,7.881,9.0096,5.6949,5.6949,3.44,3.44,1.88,2.1,0.95,0.95,1382,1382,2927,-300,22.5,22.5,13,-300,2.64,2.64,8.86,-300,84.8,84.8,272.5,-300,777,777,1495,-300,0.306,0.306,0.421,-300,0.353,0.353,1,-300,0.978827257
Sr2CoUO6,NaN,15.9994,15.9994,58.9332,238.02891,87.62,87.62,3.5,3.5,1.7,-300,0.99,0.99,1.571,1.571,0.84,0.888,1.21,1.21,13.61806,13.61806,7.881,6.19405,5.6949,5.6949,3.44,3.44,1.88,1.7,0.95,0.95,1382,1382,2927,4131,22.5,22.5,13,13.9,2.64,2.64,8.86,19.1,84.8,84.8,272.5,38.4,777,777,1495,1135,0.306,0.306,0.421,0.116,0.353,0.353,1,0.276,0.948150414
Sr2CrMnO6,16,15.9994,15.9994,51.9961,54.938049,87.62,87.62,3.5,3.5,1.56,1.6,0.99,0.99,1.571,1.571,0.693,0.75,1.21,1.21,13.61806,13.61806,6.7665,7.43402,5.6949,5.6949,3.44,3.44,1.66,1.55,0.95,0.95,1382,1382,2671,2061,22.5,22.5,4.9,21.7,2.64,2.64,7.15,7.3,84.8,84.8,404,235,777,777,1907,1246,0.306,0.306,0.45,0.479,0.353,0.353,0.937,0.0782,1.018101972
Sr2CrNbO6,3,15.9994,15.9994,51.9961,92.90638,87.62,87.62,3.5,3.5,1.56,1.23,0.99,0.99,1.571,1.571,0.768,0.77,1.21,1.21,13.61806,13.61806,6.7665,6.75885,5.6949,5.6949,3.44,3.44,1.66,1.6,0.95,0.95,1382,1382,2671,4744,22.5,22.5,4.9,7.3,2.64,2.64,7.15,8.57,84.8,84.8,404,323,777,777,1907,2477,0.306,0.306,0.45,0.265,0.353,0.353,0.937,0.537,0.993665467
Sr2CrSbO6,5,15.9994,15.9994,51.9961,121.76,87.62,87.62,3.5,3.5,1.56,1.82,0.99,0.99,1.571,1.571,0.799,0.77,1.21,1.21,13.61806,13.61806,6.7665,8.6084,5.6949,5.6949,3.44,3.44,1.66,2.05,0.95,0.95,1382,1382,2671,1587,22.5,22.5,4.9,11,2.64,2.64,7.15,6.68,84.8,84.8,404,162.5,777,777,1907,630.63,0.306,0.306,0.45,0.207,0.353,0.353,0.937,0.243,0.985943323
Sr2CuMoO6,5,15.9994,15.9994,63.546,95.94,87.62,87.62,3.5,3.5,1.75,1.3,0.99,0.99,1.571,1.571,0.7,0.875,1.21,1.21,13.61806,13.61806,7.72638,7.09243,5.6949,5.6949,3.44,3.44,1.9,2.16,0.95,0.95,1382,1382,2562,4639,22.5,22.5,16.5,4.8,2.64,2.64,8.96,10.2,84.8,84.8,203.5,390.7,777,777,1084.62,2622,0.306,0.306,0.384,0.251,0.353,0.353,4.01,1.38,0.984462557
Sr2CuOsO6,NaN,15.9994,15.9994,63.546,190.23,87.62,87.62,3.5,3.5,1.75,1.52,0.99,0.99,1.571,1.571,0.82,0.875,1.21,1.21,13.61806,13.61806,7.72638,8.4382,5.6949,5.6949,3.44,3.44,1.9,2.2,0.95,0.95,1382,1382,2562,5012,22.5,22.5,16.5,5.1,2.64,2.64,8.96,22.59,84.8,84.8,203.5,304.1,777,777,1084.62,3033,0.306,0.306,0.384,0.13,0.353,0.353,4.01,0.876,0.95575405
Sr2CuTeO6,NaN,15.9994,15.9994,63.546,127.6,87.62,87.62,3.5,3.5,1.75,2.01,0.99,0.99,1.571,1.571,0.71,0.875,1.21,1.21,13.61806,13.61806,7.72638,9.0096,5.6949,5.6949,3.44,3.44,1.9,2.1,0.95,0.95,1382,1382,2562,-300,22.5,22.5,16.5,-300,2.64,2.64,8.96,-300,84.8,84.8,203.5,-300,777,777,1084.62,-300,0.306,0.306,0.384,-300,0.353,0.353,4.01,-300,0.982004474
Sr2CuWO6,5,15.9994,15.9994,63.546,183.84,87.62,87.62,3.5,3.5,1.75,1.4,0.99,0.99,1.571,1.571,0.71,0.875,1.21,1.21,13.61806,13.61806,7.72638,7.864,5.6949,5.6949,3.44,3.44,1.9,1.7,0.95,0.95,1382,1382,2562,5555,22.5,22.5,16.5,4.5,2.64,2.64,8.96,19.3,84.8,84.8,203.5,284.5,777,777,1084.62,3414,0.306,0.306,0.384,0.132,0.353,0.353,4.01,1.74,0.982004474
Sr2CuWO6,5,15.9994,15.9994,63.546,183.84,87.62,87.62,3.5,3.5,1.75,1.4,0.99,0.99,1.571,1.571,0.71,0.875,1.21,1.21,13.61806,13.61806,7.72638,7.864,5.6949,5.6949,3.44,3.44,1.9,1.7,0.95,0.95,1382,1382,2562,5555,22.5,22.5,16.5,4.5,2.64,2.64,8.96,19.3,84.8,84.8,203.5,284.5,777,777,1084.62,3414,0.306,0.306,0.384,0.132,0.353,0.353,4.01,1.74,0.982004474
